GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,ESCF,G gas,G solv,TOTAL
30,530.6969,1428.7463,-1073.1116,0.0,0.0,0.0,-1289.3987,-15981.9872,605.0312,11467.6412,-1891.6465,55.24482096,16.5095,-4312.3819,-1836.40167904,-6132.27407904
31,499.4155,1398.6432,-1091.8663,0.0,0.0,0.0,-1282.7344,-15950.0301,616.4942,11540.9916,-1946.5429,58.09494744,18.4651,-4269.086300000003,-1888.44795256,-6139.069152560002
32,495.7345,1443.7137,-1107.6176,0.0,0.0,0.0,-1284.4862,-16079.0607,618.5417,11569.9892,-1852.2396,56.01987792,1.8453,-4343.1854,-1796.21972208,-6137.55982208
33,471.6609,1416.9846,-1102.4575,0.0,0.0,0.0,-1293.3128,-15792.3997,591.6659,11467.4596,-2041.7517,54.91878912,0.6753,-4240.398999999999,-1986.83291088,-6226.556610879999
34,548.6887,1425.8629,-1114.7001,0.0,0.0,0.0,-1275.2256,-16005.2299,609.3439,11527.7261,-1881.867,55.584725039999995,11.5076,-4283.534,-1826.28227496,-6098.30867496
35,516.5237,1439.0077,-1098.5663,0.0,0.0,0.0,-1297.4808,-15977.7212,593.8669,11543.9024,-1944.548,55.04873256,12.3385,-4280.467599999998,-1889.49926744,-6157.628367439998
36,513.7542,1433.5681,-1106.8557,0.0,0.0,0.0,-1298.1743,-15965.1347,626.718,11584.7521,-1963.4138,54.0466668,-1.159,-4211.372300000001,-1909.3671332000001,-6121.898433200001
37,494.5425,1413.3029,-1099.1532,0.0,0.0,0.0,-1246.0953,-15963.4937,619.5087,11519.1858,-1922.9931,56.96458704,6.5014,-4262.202300000003,-1866.02851296,-6121.729412960002
38,509.2142,1410.4886,-1097.0993,0.0,0.0,0.0,-1271.4663,-15966.9476,595.6638,11512.1446,-1933.0617,56.8762092,1.4469,-4308.001999999999,-1876.1854908,-6182.740590799999
39,520.5399,1406.6175,-1070.6988,0.0,0.0,0.0,-1302.9849,-16006.8583,611.3559,11540.62,-1915.548,56.539380959999995,19.6039,-4301.4087,-1859.00861904,-6140.81341904
40,513.0186,1443.55,-1083.5319,0.0,0.0,0.0,-1286.0799,-15960.9681,613.732,11570.8217,-1963.0214,57.64361472,5.9275,-4189.4576,-1905.3777852800001,-6088.907885279999
41,527.3546,1402.0378,-1093.2313,0.0,0.0,0.0,-1268.8697,-15871.0409,589.6792,11485.0271,-1971.1901,57.102975359999995,3.0416,-4229.0432,-1914.08712464,-6140.088724640001
42,491.1858,1414.7808,-1075.8408,0.0,0.0,0.0,-1282.3186,-15755.9395,605.73,11523.7337,-2101.425,56.37059352,1.631,-4078.668600000001,-2045.0544064800001,-6122.092006480001
43,536.602,1445.5688,-1119.0821,0.0,0.0,0.0,-1291.0138,-15825.6563,606.2759,11588.6797,-2097.275,57.60025704,3.1336,-4058.6258,-2039.67474296,-6095.16694296
44,481.7789,1382.2392,-1065.3745,0.0,0.0,0.0,-1295.1471,-15868.8792,615.4175,11553.2208,-2050.3602,57.8119824,3.6792,-4196.7444,-1992.5482176,-6185.6134176000005
45,494.6503,1453.0276,-1096.1055,0.0,0.0,0.0,-1274.6434,-15853.1679,593.0051,11485.0793,-2020.9269,55.19847384,8.0473,-4198.154500000001,-1965.72842616,-6155.835626160001
46,503.5181,1416.1016,-1078.412,0.0,0.0,0.0,-1274.7537,-16010.8638,609.3938,11549.8517,-1910.7805,57.429280799999994,-5.0979,-4285.164299999999,-1853.3512192,-6143.613419199998
47,515.9058,1373.725,-1090.1195,0.0,0.0,0.0,-1309.1259,-15963.1463,609.2694,11549.4309,-1972.474,55.740321359999996,0.3851,-4314.0606000000025,-1916.7336786399999,-6230.409178640002
48,508.8571,1389.9996,-1075.6025,0.0,0.0,0.0,-1282.1618,-16006.0068,605.5218,11535.2014,-1894.4025,56.59919136,10.2392,-4324.1911999999975,-1837.8033086399998,-6151.755308639998
49,519.7737,1353.0371,-1115.4005,0.0,0.0,0.0,-1272.9946,-16100.1463,611.792,11496.932,-1775.0584,54.6986448,-7.3737,-4507.006599999999,-1720.3597551999999,-6234.740055199999
50,497.3474,1411.6874,-1057.1559,0.0,0.0,0.0,-1308.5689,-15980.6055,602.3671,11536.1974,-1881.8615,54.589284,8.5148,-4298.731000000002,-1827.272216,-6117.488416000002
51,498.4156,1393.2512,-1106.2725,0.0,0.0,0.0,-1306.4001,-16062.6658,619.5101,11595.7131,-1921.7949,54.63037656,6.5809,-4368.448400000001,-1867.16452344,-6229.0320234400015
52,511.7246,1378.0109,-1082.4001,0.0,0.0,0.0,-1279.7521,-15902.6286,605.2058,11548.5578,-1975.093,56.548384559999995,9.8942,-4221.2817,-1918.5446154400001,-6129.9321154399995
53,489.2334,1408.2286,-1057.3618,0.0,0.0,0.0,-1298.3855,-15873.1733,622.5927,11553.3169,-2061.3303,57.771056879999996,7.4985,-4155.549000000001,-2003.55924312,-6151.6097431200005
54,506.7078,1398.8128,-1080.3623,0.0,0.0,0.0,-1269.2383,-15906.9826,616.9485,11563.5054,-2017.4522,58.524024239999996,-1.4825,-4170.608699999999,-1958.92817576,-6131.019375759999
55,515.0724,1406.8657,-1073.8997,0.0,0.0,0.0,-1273.0125,-15932.4715,583.8892,11588.7745,-2020.2986,58.76411184,11.927,-4184.7819,-1961.5344881600001,-6134.389388160001
56,480.1901,1393.6634,-1099.1409,0.0,0.0,0.0,-1267.5389,-16066.3514,624.7792,11616.1732,-1938.512,56.00900448,21.5957,-4318.2253,-1882.50299552,-6179.13259552
57,502.9672,1454.4462,-1089.8571,0.0,0.0,0.0,-1274.8394,-16065.5268,602.1695,11526.4683,-1855.1759,54.87978816,1.8143,-4344.1721,-1800.2961118399999,-6142.65391184
58,538.6618,1385.264,-1086.0138,0.0,0.0,0.0,-1290.7199,-15946.1842,600.1288,11552.2879,-1972.4399,57.55842216,19.8979,-4246.5754,-1914.8814778400001,-6141.55897784
59,527.9281,1423.9735,-1101.2314,0.0,0.0,0.0,-1279.1332,-15898.1951,602.7184,11468.5303,-1963.3843,57.080941919999994,12.9868,-4255.4094000000005,-1906.30335808,-6148.72595808
60,497.4469,1446.0005,-1092.3821,0.0,0.0,0.0,-1274.0534,-15972.8495,603.0798,11551.8839,-1964.8066,55.831887359999996,9.9792,-4240.873899999999,-1908.9747126399998,-6139.869412639999
61,480.7143,1405.0645,-1080.3175,0.0,0.0,0.0,-1260.2735,-15932.7529,596.1232,11478.4087,-1937.9166,56.60985959999999,3.708,-4313.0332,-1881.3067404,-6190.6319404000005
62,500.9458,1410.3285,-1119.9696,0.0,0.0,0.0,-1264.8938,-15901.1213,593.47,11528.3788,-1999.2326,56.421905759999994,1.2165,-4252.8616,-1942.81069424,-6194.45579424
63,532.6031,1422.0622,-1070.9872,0.0,0.0,0.0,-1274.5684,-16047.6231,602.9855,11590.27,-1926.3592,56.89695816,-7.7721,-4245.257899999999,-1869.4622418400002,-6122.492241839998
64,501.2818,1458.9254,-1102.6648,0.0,0.0,0.0,-1287.9103,-15894.7639,606.944,11525.005,-2008.6164,55.832816879999996,2.7634,-4193.1828000000005,-1952.78358312,-6143.202983120001
65,476.1548,1392.85,-1103.9352,0.0,0.0,0.0,-1278.7,-16006.2777,603.7304,11540.0942,-1915.508,57.65181192,8.5835,-4376.083500000001,-1857.85618808,-6225.356188080001
66,475.6263,1430.7663,-1110.175,0.0,0.0,0.0,-1290.6435,-15949.9157,626.8834,11608.6431,-2018.688,58.58524584,-3.1314,-4208.8151,-1960.1027541600001,-6172.04925416
67,512.9442,1446.8886,-1061.3252,0.0,0.0,0.0,-1278.1967,-16046.7271,619.7868,11540.0477,-1904.6683,56.27725344,-4.1233,-4266.581700000001,-1848.39104656,-6119.096046560001
68,507.5498,1367.8743,-1099.5596,0.0,0.0,0.0,-1265.6724,-16047.3469,625.8069,11548.983,-1905.1172,56.82609144,7.8429,-4362.3649000000005,-1848.2911085599999,-6202.813108560001
69,501.2167,1437.9961,-1087.7118,0.0,0.0,0.0,-1291.6015,-15964.4935,601.3316,11518.6513,-1933.4158,56.035835999999996,1.3744,-4284.611100000002,-1877.379964,-6160.616664000002
70,483.367,1416.0985,-1090.9124,0.0,0.0,0.0,-1300.8614,-15884.9417,614.2279,11478.3948,-1941.7004,55.80335232,18.8573,-4284.6273,-1885.89704768,-6151.66704768
71,523.1218,1416.1299,-1097.1412,0.0,0.0,0.0,-1268.4334,-15929.5321,598.7527,11473.049,-1931.1937,57.770147519999995,10.1986,-4284.053299999998,-1873.4235524800001,-6147.278252479998
72,518.4689,1456.731,-1103.7662,0.0,0.0,0.0,-1253.0755,-16004.949,606.2392,11559.3921,-1951.6976,57.43962576,7.7964,-4220.959500000003,-1894.25797424,-6107.421074240002
73,498.1094,1395.6746,-1107.1809,0.0,0.0,0.0,-1260.5453,-15991.9732,594.6898,11497.7452,-1885.0011,55.186390079999995,10.3059,-4373.480400000002,-1829.81470992,-6192.9892099200015
74,511.9555,1449.5128,-1097.6257,0.0,0.0,0.0,-1283.5784,-15976.6431,604.6359,11553.9788,-1968.6325,56.25792576,7.3786,-4237.7642,-1912.37457424,-6142.760174239999
75,494.905,1388.6585,-1070.6769,0.0,0.0,0.0,-1284.5216,-15965.6809,619.8016,11598.8125,-1978.0048,54.7995996,7.3827,-4218.701799999997,-1923.2052004,-6134.524300399997
76,520.2871,1440.2995,-1075.0899,0.0,0.0,0.0,-1286.7412,-15773.3699,590.5878,11540.0719,-2115.7306,57.37497408,1.4384,-4043.9546999999984,-2058.35562592,-6100.871925919998
77,497.977,1441.9746,-1104.7961,0.0,0.0,0.0,-1303.2684,-15904.8358,585.8554,11582.3831,-2037.8074,56.64189096,16.2522,-4204.710200000001,-1981.16550904,-6169.623509040001
78,509.3664,1427.2552,-1073.694,0.0,0.0,0.0,-1282.4224,-15927.2452,593.6008,11548.2567,-2007.6735,54.87038064,1.0108,-4204.8825,-1952.8031193600002,-6156.67481936
79,474.5521,1433.0678,-1074.0124,0.0,0.0,0.0,-1289.5876,-16145.9976,629.9811,11621.3086,-1835.98,53.87234328,9.0381,-4350.687999999998,-1782.10765672,-6123.757556719998
80,537.1569,1382.0731,-1095.2459,0.0,0.0,0.0,-1306.069,-15948.9804,591.3782,11550.8688,-1969.3343,56.64168072,4.6398,-4288.818300000003,-1912.69261928,-6196.871119280003
81,501.5583,1425.724,-1087.2357,0.0,0.0,0.0,-1323.3087,-16014.2316,590.9441,11554.928,-1895.2694,55.25945928,16.8132,-4351.621599999999,-1840.0099407199998,-6174.8183407199995
82,508.3499,1471.7953,-1091.8713,0.0,0.0,0.0,-1275.921,-15986.034,587.2266,11519.651,-1911.4428,55.36254312,18.042,-4266.8035,-1856.08025688,-6104.84175688
83,491.3621,1440.4183,-1107.4483,0.0,0.0,0.0,-1292.9188,-15883.0702,606.1669,11549.5027,-2007.6396,54.84713112,-0.9972,-4195.987300000001,-1952.79246888,-6149.776968880001
84,498.915,1429.908,-1127.6335,0.0,0.0,0.0,-1286.7671,-15862.7105,586.0528,11493.1082,-1985.565,54.46341432,0.491,-4269.1271,-1931.10158568,-6199.73768568
85,485.0802,1398.2898,-1051.3334,0.0,0.0,0.0,-1259.0132,-15874.4418,614.5467,11524.976,-2017.7302,57.58743312,10.1552,-4161.895699999999,-1960.14276688,-6111.883266879999
86,504.6238,1384.9617,-1066.4808,0.0,0.0,0.0,-1304.244,-15819.9155,601.0736,11521.7989,-2043.6755,55.596328559999996,3.9503,-4178.182299999999,-1988.07917144,-6162.311171439998
87,482.8979,1397.5218,-1064.7048,0.0,0.0,0.0,-1283.4177,-15905.0816,616.4088,11500.5343,-1963.8042,55.06078248,15.8185,-4255.841300000002,-1908.74341752,-6148.766217520002
88,542.9871,1419.9948,-1111.9741,0.0,0.0,0.0,-1281.2926,-15989.2617,585.735,11566.0321,-1937.5691,56.143733759999996,12.467,-4267.779399999999,-1881.42536624,-6136.7377662399995
89,474.6423,1406.2611,-1102.8774,0.0,0.0,0.0,-1291.5971,-15947.5584,591.9758,11514.702,-1943.8536,55.87436664,4.3432,-4354.4517,-1887.9792333599999,-6238.08773336
90,537.7925,1435.3068,-1106.588,0.0,0.0,0.0,-1301.3416,-15834.3684,595.5857,11488.3949,-1993.9823,56.07104904,-10.0857,-4185.2181,-1937.91125096,-6133.21505096
91,539.5005,1381.7036,-1100.9436,0.0,0.0,0.0,-1297.0251,-15927.5703,614.5869,11510.7899,-1917.1298,54.29462184,-10.2482,-4278.958099999998,-1862.83517816,-6152.0414781599975
92,503.3734,1365.2848,-1101.2618,0.0,0.0,0.0,-1275.9837,-15831.0101,593.9031,11500.5756,-2000.1142,55.21729464,16.2871,-4245.118699999999,-1944.89690536,-6173.72850536
93,548.0984,1391.6534,-1091.4653,0.0,0.0,0.0,-1276.8426,-15874.6784,588.4855,11426.8666,-1943.4827,57.56216112,5.8769,-4287.8824,-1885.92053888,-6167.92603888
94,509.085,1367.5523,-1077.6464,0.0,0.0,0.0,-1278.0931,-16035.4232,605.6297,11494.4768,-1834.0536,55.61412264,6.368,-4414.418899999999,-1778.43947736,-6186.490377359999
95,539.4559,1385.6865,-1106.3367,0.0,0.0,0.0,-1266.3463,-15884.5209,603.1478,11505.8808,-2002.733,57.00683736,6.2008,-4223.032899999998,-1945.72616264,-6162.558262639999
96,527.4373,1387.8307,-1084.103,0.0,0.0,0.0,-1278.8337,-15925.0423,596.1404,11523.6254,-1967.9547,57.916314,4.5695,-4252.945199999998,-1910.038386,-6158.414085999999
97,489.4896,1459.5183,-1109.3411,0.0,0.0,0.0,-1251.2474,-15970.0917,587.5514,11517.338,-1927.6201,56.531299680000004,4.9894,-4276.7829,-1871.08880032,-6142.88230032
98,491.8146,1408.9468,-1081.8042,0.0,0.0,0.0,-1257.5114,-16021.299,608.7741,11526.2527,-1875.6024,57.21528384,0.8744,-4324.826400000002,-1818.38711616,-6142.339116160002
99,516.8264,1444.9898,-1086.9376,0.0,0.0,0.0,-1281.4712,-15794.8047,609.6814,11516.9032,-2067.4033,56.5079724,-9.5599,-4074.8127000000004,-2010.8953276,-6095.267927600001
100,466.1021,1373.0966,-1088.0944,0.0,0.0,0.0,-1255.0728,-16042.6362,623.9029,11626.1566,-1953.8703,56.26672848,1.2549,-4296.545199999999,-1897.60357152,-6192.893871519999
101,501.1951,1360.7005,-1101.2374,0.0,0.0,0.0,-1284.0814,-16026.4557,615.0955,11647.1204,-1948.3792,56.53537632,15.7393,-4287.6630000000005,-1891.84382368,-6163.7675236800005
102,489.0398,1364.3989,-1076.6723,0.0,0.0,0.0,-1273.8849,-16012.3825,585.1441,11528.5207,-1905.0355,55.188179999999996,5.2595,-4395.836200000002,-1849.8473199999999,-6240.424020000001
103,519.1505,1429.0966,-1092.908,0.0,0.0,0.0,-1282.1476,-15918.5913,613.4864,11489.2913,-1959.6298,56.32315632,11.4465,-4242.622099999999,-1903.30664368,-6134.482243679999
104,519.5928,1367.538,-1100.1515,0.0,0.0,0.0,-1293.915,-15968.8469,601.6459,11513.0177,-1881.0994,56.268727919999996,12.7451,-4361.118999999999,-1824.83067208,-6173.204572079999
105,495.2033,1413.2147,-1109.2,0.0,0.0,0.0,-1307.9412,-15843.4817,590.0419,11471.6924,-1990.1142,54.78684552,5.3878,-4290.470600000001,-1935.32735448,-6220.4101544800005
106,502.3907,1372.6978,-1085.8569,0.0,0.0,0.0,-1250.822,-16019.4247,619.2884,11576.0231,-1917.3444,56.81288376,10.2925,-4285.703600000001,-1860.53151624,-6135.942616240001
107,506.5383,1415.8415,-1078.0206,0.0,0.0,0.0,-1225.2609,-15972.7384,605.4555,11508.521,-1932.7392,57.32830584,10.5195,-4239.6636,-1875.41089416,-6104.554994159999
108,554.6425,1442.9208,-1120.4361,0.0,0.0,0.0,-1288.7929,-16119.017,596.5474,11515.3839,-1783.5273,54.80906544,2.1033,-4418.751399999997,-1728.71823456,-6145.366334559997
109,495.7898,1436.5035,-1061.9034,0.0,0.0,0.0,-1264.8939,-16025.5678,602.6152,11531.9914,-1904.7769,56.43799128,13.6342,-4285.465200000001,-1848.33890872,-6120.16990872
110,504.9395,1451.3085,-1096.4791,0.0,0.0,0.0,-1283.3554,-16130.826,612.7097,11557.2757,-1822.4606,54.472605120000004,-0.03,-4384.427099999999,-1767.98799488,-6152.4450948799995
111,527.2919,1371.6789,-1100.8331,0.0,0.0,0.0,-1265.5393,-16028.3046,618.6327,11566.5379,-1887.3432,56.49597936,4.8352,-4310.535600000001,-1830.84722064,-6136.547620640001
112,506.0965,1459.0443,-1078.31,0.0,0.0,0.0,-1273.6326,-15925.1636,599.3505,11528.7141,-1971.3796,55.11123,1.2695,-4183.900799999999,-1916.26837,-6098.899669999999
113,522.4374,1378.1046,-1093.2841,0.0,0.0,0.0,-1294.8001,-15874.9714,584.7645,11435.1801,-1930.8766,55.77872688,7.3398,-4342.569000000001,-1875.09787312,-6210.327073120001
114,488.6891,1385.8373,-1084.6348,0.0,0.0,0.0,-1275.8358,-15830.0066,612.0005,11494.6442,-2026.8375,57.400483679999994,-2.1474,-4209.3061,-1969.43701632,-6180.890516319999
115,483.2066,1396.2368,-1101.4168,0.0,0.0,0.0,-1274.9406,-15949.9215,619.088,11558.008,-1970.5154,57.05101008,-3.5673,-4269.7395000000015,-1913.46438992,-6186.771189920001
116,509.2932,1447.766,-1054.9744,0.0,0.0,0.0,-1287.2702,-16002.4102,588.1977,11535.8451,-1891.8369,56.30954976,-4.1901,-4263.5527999999995,-1835.52735024,-6103.27025024
117,541.0511,1386.8614,-1056.9138,0.0,0.0,0.0,-1274.4217,-15800.0348,598.5078,11506.3503,-2052.6455,58.04972136,-5.2491,-4098.599700000001,-1994.5957786400002,-6098.444578640001
118,500.8064,1427.0215,-1089.2339,0.0,0.0,0.0,-1251.5408,-15995.9458,592.304,11507.2033,-1936.45,57.33127656,12.04,-4309.3853,-1879.11872344,-6176.464023439999
119,513.5619,1412.3321,-1095.5239,0.0,0.0,0.0,-1271.98,-16019.244,590.8747,11526.1609,-1878.8938,58.53812256,8.6875,-4343.818300000001,-1820.3556774400001,-6155.48647744
120,514.8975,1412.7337,-1083.5546,0.0,0.0,0.0,-1282.3305,-15823.6143,603.2255,11468.4536,-2009.4937,58.14217368,-1.7722,-4190.189099999998,-1951.35152632,-6143.312826319998
121,502.3179,1402.2536,-1095.9689,0.0,0.0,0.0,-1281.7216,-15957.6467,626.3215,11531.1256,-1920.9552,56.20183416,-5.4642,-4273.3186000000005,-1864.75336584,-6143.536165840002
122,532.0697,1434.5034,-1093.2373,0.0,0.0,0.0,-1286.1874,-15929.865,581.9049,11527.3062,-1950.1058,56.93606352,1.0276,-4233.505499999999,-1893.16973648,-6125.647636479999
123,487.7626,1411.5308,-1093.5018,0.0,0.0,0.0,-1274.7279,-15950.5688,613.5237,11581.8548,-1978.8982,56.81216232,14.4226,-4224.1266,-1922.0860376800001,-6131.790037679999
124,510.4898,1418.146,-1097.1324,0.0,0.0,0.0,-1313.1234,-15996.9119,591.9073,11555.3773,-1915.2338,55.8445932,-4.563,-4331.247299999997,-1859.3892068,-6195.199506799997
125,495.9746,1408.0807,-1075.0729,0.0,0.0,0.0,-1289.7033,-15901.0823,610.8677,11557.3747,-1999.2482,57.83059007999999,2.6438,-4193.560799999999,-1941.41760992,-6132.33460992
126,513.5083,1427.5153,-1089.3587,0.0,0.0,0.0,-1282.9325,-16044.944,602.2694,11539.0893,-1886.2938,56.87626392,7.3071,-4334.8529,-1829.41753608,-6156.963336079999
127,519.0155,1411.9984,-1066.1878,0.0,0.0,0.0,-1300.3164,-15998.7284,605.4167,11552.8922,-1940.6398,56.589438959999995,9.8826,-4275.909800000001,-1884.0503610399999,-6150.0775610400015
128,453.1419,1388.6599,-1107.934,0.0,0.0,0.0,-1275.8187,-15987.9833,604.7811,11566.7436,-1936.6768,55.7050104,8.5508,-4358.4095,-1880.9717896,-6230.8304896
129,483.6434,1399.1823,-1098.708,0.0,0.0,0.0,-1288.4886,-16078.5234,608.2589,11556.2026,-1835.8103,55.63611648,-0.9324,-4418.432799999999,-1780.17418352,-6199.539383519998
130,505.6604,1405.3653,-1096.2898,0.0,0.0,0.0,-1280.4168,-16003.0048,597.8494,11490.5327,-1879.2505,56.03651711999999,9.4652,-4380.303600000003,-1823.21398288,-6194.052382880003
131,510.0055,1385.3327,-1113.4073,0.0,0.0,0.0,-1305.9215,-15959.7835,609.6498,11518.2577,-1928.6822,55.30749768,9.6373,-4355.866599999999,-1873.3747023199999,-6219.604002319999
132,564.6028,1440.6716,-1090.3333,0.0,0.0,0.0,-1293.996,-15959.1797,587.7756,11510.1819,-1946.0659,56.19106872,12.3798,-4240.277100000001,-1889.87483128,-6117.772131280001
133,539.2005,1418.9057,-1063.4341,0.0,0.0,0.0,-1328.1136,-15919.77,587.5219,11493.3202,-1913.2475,55.20512952,-4.4053,-4272.3694,-1858.04237048,-6134.8170704799995
134,473.6383,1367.9552,-1064.7667,0.0,0.0,0.0,-1292.5787,-15868.5835,590.9468,11502.2173,-1997.5986,55.60713,9.3831,-4291.1713,-1941.99147,-6223.77967
135,488.6657,1462.8316,-1104.6162,0.0,0.0,0.0,-1269.675,-15930.2027,602.0488,11469.86,-1943.7965,55.17944784,26.5344,-4281.087799999999,-1888.61705216,-6143.17045216
