GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,ESCF,G gas,G solv,TOTAL
137,511.385,1401.7468,-1082.9532,0.0,0.0,0.0,-1310.5254,-15976.6055,589.9614,11549.7576,-1890.156,55.0948608,50.2856,-4317.2333,-1835.0611391999998,-6102.0088392
138,506.382,1335.1245,-1096.9021,0.0,0.0,0.0,-1295.6166,-16002.596,597.5882,11600.9196,-1954.0982,56.29998672,54.7724,-4355.100399999999,-1897.7982132799998,-6198.12621328
139,520.3701,1393.9316,-1078.5722,0.0,0.0,0.0,-1270.4623,-15932.0883,606.3059,11534.0696,-1992.0631,56.97816192,43.6925,-4226.445599999999,-1935.08493808,-6117.838038079999
140,511.6757,1414.1884,-1076.5893,0.0,0.0,0.0,-1260.6442,-15917.4341,601.1723,11476.4891,-1944.0015,56.03457528,46.4827,-4251.142099999999,-1887.9669247200002,-6092.6263247199995
141,528.0451,1450.6787,-1108.4117,0.0,0.0,0.0,-1266.8493,-15823.2269,604.2088,11567.1281,-2097.1843,59.017618799999994,41.0367,-4048.4272,-2038.1666811999999,-6045.557181200001
142,499.2103,1426.5274,-1102.6459,0.0,0.0,0.0,-1290.4159,-15832.9691,629.2615,11551.1473,-2084.8283,56.685424319999996,50.0461,-4119.884399999999,-2028.14287568,-6097.98117568
143,497.1627,1438.2253,-1068.7866,0.0,0.0,0.0,-1296.7484,-15877.3047,594.6741,11546.2657,-2008.248,55.788053039999994,43.1344,-4166.511900000001,-1952.45994696,-6075.837446960001
144,514.3451,1462.2863,-1092.4305,0.0,0.0,0.0,-1306.4415,-15849.9656,600.1638,11530.3552,-2019.8885,56.834085599999995,47.9228,-4141.6871999999985,-1963.0544144,-6056.818814399998
145,514.3818,1407.1217,-1094.7076,0.0,0.0,0.0,-1263.0867,-16061.5344,597.1188,11593.9544,-1859.6785,56.131882559999994,40.376,-4306.751999999999,-1803.54661744,-6069.922617439998
146,491.5824,1403.2494,-1087.8011,0.0,0.0,0.0,-1283.3727,-16011.9732,621.109,11603.7377,-1945.3789,57.422815199999995,49.4835,-4263.468500000001,-1887.9560847999999,-6101.941084800001
147,511.0805,1359.507,-1076.7642,0.0,0.0,0.0,-1281.5564,-16057.6412,608.8595,11597.3002,-1900.1902,57.708166320000004,40.7928,-4339.214599999999,-1842.48203368,-6140.9038336799995
148,518.7891,1455.3993,-1087.1478,0.0,0.0,0.0,-1286.2664,-16012.5492,583.9798,11505.7429,-1851.4879,56.05397351999999,49.5501,-4322.052299999999,-1795.43392648,-6067.936126479999
149,496.5624,1406.6124,-1095.1627,0.0,0.0,0.0,-1274.5736,-15808.097,611.7382,11531.4132,-2032.5365,57.78298727999999,42.6336,-4131.507099999999,-1974.75351272,-6063.627012719999
150,490.0103,1433.6949,-1083.8095,0.0,0.0,0.0,-1290.8366,-16047.5657,604.014,11537.392,-1876.6199,55.95082056,58.3802,-4357.100600000002,-1820.66907944,-6119.389479440002
151,490.4782,1435.5082,-1107.9055,0.0,0.0,0.0,-1289.0975,-16072.809,610.6723,11464.8276,-1802.5286,57.46997808,52.3733,-4468.325699999999,-1745.0586219200002,-6161.011021919999
152,501.7542,1431.4587,-1080.9938,0.0,0.0,0.0,-1275.4665,-16123.588,608.9024,11534.0757,-1819.6428,56.0151252,46.67,-4403.8573000000015,-1763.6276748,-6120.814974800001
153,480.641,1381.7627,-1072.4423,0.0,0.0,0.0,-1321.915,-15924.8535,615.3133,11575.3589,-1987.4478,55.4775156,58.2664,-4266.134899999999,-1931.9702843999999,-6139.838784399999
154,506.7983,1408.4853,-1097.953,0.0,0.0,0.0,-1272.3558,-15963.559,605.2539,11530.472,-1949.3951,55.83321936,47.8661,-4282.858299999998,-1893.56188064,-6128.554080639998
155,508.8416,1430.4225,-1103.0113,0.0,0.0,0.0,-1295.5572,-16056.5008,585.3434,11502.9512,-1858.6977,55.87810632,53.6949,-4427.5106,-1802.81959368,-6176.6352936799985
156,466.97,1454.733,-1098.2773,0.0,0.0,0.0,-1287.8145,-15903.238,622.2838,11533.3733,-2003.4291,57.72101472,49.0426,-4211.9697000000015,-1945.70808528,-6108.635185280002
157,485.0046,1401.1095,-1102.7187,0.0,0.0,0.0,-1295.0533,-15902.1837,601.2982,11585.8482,-2034.5496,58.10524272,49.5542,-4226.6952,-1976.44435728,-6153.585357280001
158,499.8035,1370.5182,-1081.6268,0.0,0.0,0.0,-1270.7379,-15968.0727,602.5251,11571.3686,-1959.7879,57.573702,51.2351,-4276.222000000002,-1902.2141980000001,-6127.201098000002
159,501.5752,1380.7594,-1102.3522,0.0,0.0,0.0,-1273.1881,-15963.2957,613.1431,11532.6378,-1908.2634,56.33033328,46.2759,-4310.720500000001,-1851.93306672,-6116.377666720002
160,475.0345,1430.5076,-1101.9808,0.0,0.0,0.0,-1254.8257,-15850.8791,601.8938,11467.6246,-1989.4309,57.728633759999994,53.5852,-4232.625100000001,-1931.70226624,-6110.742166240001
161,470.1238,1466.2459,-1083.0482,0.0,0.0,0.0,-1254.2508,-15877.0858,613.9392,11535.5384,-2024.5548,57.807521279999996,54.0827,-4128.5375,-1966.74727872,-6041.20207872
162,506.9324,1386.0446,-1080.7367,0.0,0.0,0.0,-1262.6745,-16027.9333,605.6136,11609.143,-1926.473,57.656010959999996,44.6403,-4263.6109,-1868.81698904,-6087.78758904
163,510.6363,1419.7796,-1080.2466,0.0,0.0,0.0,-1263.9695,-15999.9336,614.693,11570.4357,-1931.9216,57.78949608,47.0344,-4228.6051000000025,-1874.13210392,-6055.702803920002
164,482.5064,1432.0153,-1105.5068,0.0,0.0,0.0,-1283.5295,-15950.2656,632.6066,11552.6756,-1924.6276,56.270223359999996,49.0855,-4239.498000000001,-1868.35737664,-6058.769876640001
165,495.153,1421.1527,-1090.342,0.0,0.0,0.0,-1257.349,-15944.6675,603.3944,11545.6844,-1926.7932,57.28392072,50.3255,-4226.974,-1869.50927928,-6046.15777928
166,533.3785,1400.9127,-1092.4832,0.0,0.0,0.0,-1283.6321,-15932.5347,586.2281,11584.4899,-1959.6484,57.66144264,47.4079,-4203.640799999999,-1901.9869573600001,-6058.219857359999
167,513.6914,1400.1336,-1093.5168,0.0,0.0,0.0,-1259.0233,-15928.5768,606.0008,11586.0623,-2026.9794,56.739742559999996,45.8251,-4175.228800000001,-1970.23965744,-6099.643357440001
168,472.966,1423.3736,-1073.9154,0.0,0.0,0.0,-1258.7605,-15763.1307,620.6438,11488.7188,-2076.7605,58.61447208,44.2995,-4090.1044,-2018.1460279199998,-6063.95092792
169,499.4199,1408.595,-1077.385,0.0,0.0,0.0,-1230.4485,-15982.3905,616.1774,11596.7911,-1954.2925,60.463582560000006,30.9408,-4169.240599999999,-1893.82891744,-6032.128717439999
170,501.3599,1402.2709,-1079.9133,0.0,0.0,0.0,-1262.1853,-15837.2207,592.8102,11554.1154,-2067.8458,59.01964056,46.063,-4128.7629,-2008.82615944,-6091.52605944
171,521.588,1403.6295,-1070.6726,0.0,0.0,0.0,-1261.226,-15920.5821,598.6108,11606.047,-2064.2614,60.63999192,51.2521,-4122.605399999999,-2003.6214080799998,-6074.974708079998
172,501.7157,1441.231,-1094.638,0.0,0.0,0.0,-1266.1424,-15900.24,607.7383,11536.0803,-1998.6118,59.63561424,40.4374,-4174.2551,-1938.97618576,-6072.79388576
173,496.76,1362.4163,-1093.0805,0.0,0.0,0.0,-1260.6726,-15791.439,599.7151,11518.2763,-2079.5757,62.00486711999999,52.2787,-4168.024400000002,-2017.57083288,-6133.316532880001
174,497.1494,1406.6263,-1122.1014,0.0,0.0,0.0,-1248.6569,-15893.5918,588.4204,11482.8719,-1953.5403,60.60855528,50.6256,-4289.2820999999985,-1892.9317447199999,-6131.588244719998
175,502.3507,1434.618,-1091.8085,0.0,0.0,0.0,-1281.6683,-15924.5569,606.34,11556.2505,-1956.562,60.522984720000004,56.6351,-4198.4745,-1896.0390152799998,-6037.87841528
176,491.7022,1326.937,-1099.9938,0.0,0.0,0.0,-1259.2567,-15984.9705,615.4348,11557.1473,-1916.4402,59.77450439999999,48.0202,-4352.9997,-1856.6656956,-6161.6451956
177,487.2948,1448.336,-1056.7131,0.0,0.0,0.0,-1246.5447,-15786.1452,611.9446,11514.7423,-2071.9798,61.32114719999999,46.124,-4027.0853000000006,-2010.6586528,-5991.619952800001
178,518.2567,1418.8875,-1097.745,0.0,0.0,0.0,-1257.5936,-15880.3218,604.6764,11613.1513,-2074.275,61.92917208,57.2242,-4080.6885,-2012.3458279200001,-6035.81012792
179,499.4602,1409.055,-1082.478,0.0,0.0,0.0,-1270.8339,-15851.2474,607.7653,11582.7841,-2055.3851,59.69893536,51.4887,-4105.494699999999,-1995.68616464,-6049.692164639999
180,513.7843,1401.0791,-1079.1012,0.0,0.0,0.0,-1244.7437,-15660.3584,611.1151,11525.3646,-2202.1892,61.39244808,46.2338,-3932.860199999999,-2140.7967519199997,-6027.423151919999
181,517.0846,1424.148,-1079.1575,0.0,0.0,0.0,-1263.6994,-15809.292,599.3566,11533.4748,-2101.0765,60.25611456,44.815,-4078.0849,-2040.82038544,-6074.09028544
182,508.6762,1430.7998,-1091.7031,0.0,0.0,0.0,-1298.3922,-15738.5649,593.0784,11472.1408,-2052.2661,58.90490064,49.2823,-4123.965,-1993.3611993599998,-6068.04389936
183,534.6387,1376.9782,-1089.4077,0.0,0.0,0.0,-1251.8031,-15933.6344,607.5651,11576.1816,-1995.5911,59.67249264,49.4152,-4179.481600000001,-1935.9186073600001,-6065.98500736
184,494.4319,1455.839,-1090.4552,0.0,0.0,0.0,-1258.6216,-15856.1912,597.4015,11474.3772,-2003.438,60.697688400000004,49.0291,-4183.218399999998,-1942.7403116,-6076.929611599999
185,518.8191,1368.5042,-1054.0385,0.0,0.0,0.0,-1226.2788,-15796.4166,605.2502,11585.7849,-2149.8393,61.689845520000006,45.8185,-3998.3755,-2088.1494544800003,-6040.70645448
186,478.0423,1461.8903,-1081.1775,0.0,0.0,0.0,-1258.7417,-15870.0413,604.272,11551.2481,-2053.7071,61.657745039999995,40.9046,-4114.507799999999,-1992.04935496,-6065.652554959999
187,490.9097,1408.1622,-1101.3537,0.0,0.0,0.0,-1253.0907,-15662.0881,601.6787,11531.3989,-2208.3923,61.780570559999994,43.8848,-3984.383,-2146.61172944,-6087.109929439999
188,497.646,1439.3429,-1070.9801,0.0,0.0,0.0,-1238.7954,-15880.4573,605.3693,11563.1827,-2050.3,60.35286096,38.855,-4084.6919,-1989.9471390400001,-6035.784039040001
189,515.7193,1390.1024,-1105.2378,0.0,0.0,0.0,-1249.5067,-15691.6031,605.3991,11484.0682,-2134.5126,62.3298132,41.5557,-4051.0586000000003,-2072.1827868,-6081.6856868
190,498.6235,1421.588,-1087.062,0.0,0.0,0.0,-1261.3898,-15844.7881,610.8284,11580.6549,-2103.1231,59.93338607999999,50.3053,-4081.5450999999994,-2043.1897139199998,-6074.429513919999
191,494.9992,1384.672,-1074.1315,0.0,0.0,0.0,-1272.0843,-15937.5618,608.2905,11574.7528,-2009.4236,56.837965679999996,33.5777,-4221.063100000001,-1952.58563432,-6140.071034320002
192,541.4329,1432.5321,-1103.975,0.0,0.0,0.0,-1259.3253,-16016.546,603.4717,11578.3985,-1933.5992,58.083997679999996,48.0394,-4224.0111000000015,-1875.51520232,-6051.486902320003
193,524.7351,1399.6892,-1106.5751,0.0,0.0,0.0,-1251.3073,-16005.6382,603.5173,11565.8866,-1909.2031,59.219941680000005,39.5998,-4269.692399999998,-1849.98315832,-6080.0757583199975
194,493.886,1364.7187,-1094.8684,0.0,0.0,0.0,-1245.2987,-15884.05,601.7066,11552.5443,-2044.3636,60.665518799999994,46.8397,-4211.361500000001,-1983.6980812,-6148.2198812
195,545.6634,1401.4712,-1112.8056,0.0,0.0,0.0,-1260.5635,-15823.1924,585.9676,11467.4544,-2038.0892,58.57865784,48.3045,-4196.0049,-1979.5105421599999,-6127.21094216
196,511.5109,1426.0173,-1064.2487,0.0,0.0,0.0,-1294.1408,-15878.4948,592.8597,11580.7908,-2041.6904,59.96427839999999,47.8629,-4125.705599999999,-1981.7261216,-6059.568821599999
197,483.8032,1401.8517,-1085.944,0.0,0.0,0.0,-1259.084,-15950.6748,609.0412,11540.6725,-1998.6846,58.10357376,48.9205,-4260.334200000001,-1940.58102624,-6151.994726240002
198,508.3394,1425.0542,-1125.2161,0.0,0.0,0.0,-1272.7186,-15786.4513,591.9854,11529.3556,-2097.3892,58.790990879999995,45.6625,-4129.651400000001,-2038.59820912,-6122.58710912
199,509.827,1421.5961,-1080.8236,0.0,0.0,0.0,-1266.3017,-15907.1009,609.9279,11504.3374,-2005.2287,60.6967236,40.0528,-4208.537799999998,-1944.5319763999998,-6113.0169763999975
200,495.7598,1450.0226,-1113.3478,0.0,0.0,0.0,-1259.6212,-15885.3263,604.8281,11609.015,-2055.3829,59.79867839999999,45.0521,-4098.6698000000015,-1995.5842216,-6049.201921600002
201,537.2279,1386.5029,-1125.8265,0.0,0.0,0.0,-1222.6414,-15867.4635,596.0099,11567.5381,-2088.4357,62.708137199999996,47.2744,-4128.652599999999,-2025.7275628,-6107.105762799999
202,474.745,1412.7794,-1094.5511,0.0,0.0,0.0,-1251.8057,-15824.6239,610.984,11545.2792,-2073.8434,60.954474239999996,47.334,-4127.193099999999,-2012.8889257600001,-6092.748025759998
203,532.1368,1423.5359,-1064.4272,0.0,0.0,0.0,-1257.2536,-15825.9537,587.7148,11532.4365,-2060.9133,60.020425440000004,48.2046,-4071.8105000000014,-2000.89287456,-6024.498774560002
204,521.9622,1424.2911,-1093.1066,0.0,0.0,0.0,-1258.1579,-15830.5698,574.1175,11514.8923,-2031.8144,60.95148264,41.0132,-4146.5712,-1970.86291736,-6076.42091736
205,551.52,1462.377,-1099.089,0.0,0.0,0.0,-1244.585,-15751.6152,584.8706,11514.8154,-2131.4115,60.644231999999995,45.4271,-3981.7062000000005,-2070.767268,-6007.046368000001
206,523.1115,1410.0228,-1083.6319,0.0,0.0,0.0,-1234.9274,-15944.2861,609.1777,11475.595,-1928.0183,60.63602688,41.3205,-4244.938400000001,-1867.38227312,-6071.000173120001
207,492.2666,1376.0919,-1108.1319,0.0,0.0,0.0,-1232.69,-15884.4926,595.5044,11490.4559,-1989.09,61.1001036,46.4007,-4270.9956999999995,-1927.9898964,-6152.5848964
208,550.719,1421.3427,-1055.7083,0.0,0.0,0.0,-1238.2123,-15977.1905,597.3092,11507.274,-1934.8974,58.88610504,39.3823,-4194.466200000001,-1876.01129496,-6031.09519496
209,524.5923,1428.5044,-1085.2766,0.0,0.0,0.0,-1225.8518,-15870.0986,615.6977,11551.7884,-2069.3591,62.08705584,46.6891,-4060.644199999999,-2007.2720441600002,-6021.227144159999
210,501.5207,1443.9114,-1109.1778,0.0,0.0,0.0,-1281.0184,-15843.7248,602.7054,11539.9076,-2005.838,59.44276943999999,45.5947,-4145.875899999999,-1946.39523056,-6046.676430559999
211,452.8687,1418.562,-1072.2949,0.0,0.0,0.0,-1245.1097,-15949.2808,612.2047,11599.0266,-1972.9317,61.26873191999999,42.4205,-4184.023400000002,-1911.6629680800002,-6053.265868080001
212,507.7233,1441.4756,-1097.0637,0.0,0.0,0.0,-1245.3551,-15957.0359,591.6477,11503.09,-1958.3136,60.632593920000005,70.0041,-4255.518100000001,-1897.6810060799999,-6083.195006080001
213,537.3635,1407.8995,-1130.2554,0.0,0.0,0.0,-1243.0226,-15970.4418,606.8474,11568.594,-1985.4139,60.15821616,42.2616,-4223.0154,-1925.25568384,-6106.00948384
214,501.7944,1389.5945,-1112.5668,0.0,0.0,0.0,-1236.2322,-15669.1156,596.0451,11488.5603,-2139.7723,64.81357776,50.456,-4041.9202999999998,-2074.95872224,-6066.42302224
215,505.4596,1341.7392,-1081.0856,0.0,0.0,0.0,-1226.0912,-15942.8899,621.24,11568.5586,-1999.461,62.148952079999994,42.9468,-4213.069300000001,-1937.31204792,-6107.434547920002
216,509.6483,1422.3062,-1082.2326,0.0,0.0,0.0,-1246.9739,-15823.1263,607.4639,11556.8452,-2081.7369,61.669944,52.5231,-4056.0692,-2020.066956,-6023.613055999999
217,486.4112,1377.2917,-1094.2702,0.0,0.0,0.0,-1254.8312,-15957.9043,621.0594,11612.6683,-2005.8552,60.093843840000005,51.6711,-4209.575100000002,-1945.7613561599999,-6103.665356160002
218,478.7271,1420.3045,-1073.3619,0.0,0.0,0.0,-1263.7825,-15865.0876,600.7864,11505.8877,-1978.9767,61.89311735999999,43.7588,-4196.526300000001,-1917.08358264,-6069.851082640002
219,509.5679,1451.8872,-1071.4075,0.0,0.0,0.0,-1231.2836,-16043.0248,596.647,11465.6373,-1853.1014,61.04691935999999,45.8854,-4321.976499999999,-1792.05448064,-6068.145580639998
220,511.7921,1376.5246,-1088.2395,0.0,0.0,0.0,-1258.9431,-15990.4326,608.4877,11505.4073,-1889.0676,57.92965344,40.011,-4335.4035,-1831.13794656,-6126.53044656
221,487.7972,1423.9979,-1071.8093,0.0,0.0,0.0,-1245.5122,-15821.9912,597.362,11524.8843,-2069.8103,59.458337279999995,52.8229,-4105.2713,-2010.35196272,-6062.8003627200005
222,498.961,1424.3374,-1057.9707,0.0,0.0,0.0,-1258.2977,-16026.7502,602.801,11602.5606,-1969.2488,59.957141039999996,50.8079,-4214.3586,-1909.2916589600002,-6072.84235896
223,508.3599,1397.5007,-1097.0308,0.0,0.0,0.0,-1276.9622,-15789.0297,608.5767,11567.1713,-2102.3795,57.83916528,52.0205,-4081.4141,-2044.54033472,-6073.93393472
224,473.905,1432.3781,-1121.088,0.0,0.0,0.0,-1276.4271,-15769.3713,599.5225,11531.4935,-2108.3393,59.879673360000005,45.8057,-4129.587299999999,-2048.45962664,-6132.241226639999
225,475.4987,1357.5002,-1060.9906,0.0,0.0,0.0,-1254.9303,-15925.4197,616.9912,11517.9609,-1994.625,58.78385928,46.9736,-4273.3896,-1935.84114072,-6162.25714072
226,511.7708,1387.9431,-1094.5247,0.0,0.0,0.0,-1245.9532,-16010.1446,606.2546,11588.0515,-1974.3114,58.7451096,47.0799,-4256.602499999999,-1915.5662904,-6125.088890399999
227,528.1149,1407.3253,-1111.1608,0.0,0.0,0.0,-1252.6333,-15978.8754,620.027,11616.3743,-2011.4465,60.44194511999999,50.2178,-4170.8279999999995,-1951.0045548800001,-6071.614754879999
228,511.4471,1418.0733,-1100.097,0.0,0.0,0.0,-1279.172,-15813.3309,609.878,11498.1377,-2045.3254,59.274653040000004,58.5749,-4155.063800000002,-1986.05074696,-6082.539646960002
229,514.9856,1449.0323,-1104.5457,0.0,0.0,0.0,-1255.1928,-15869.5467,606.0339,11540.234,-2045.7618,59.615867519999995,44.0801,-4118.999400000001,-1986.14593248,-6061.06523248
230,529.7048,1406.3288,-1107.5304,0.0,0.0,0.0,-1239.7207,-15954.5616,613.75,11543.5408,-1976.2335,58.78765008,50.2791,-4208.488300000001,-1917.44584992,-6075.655049920001
231,497.5408,1475.2326,-1121.7234,0.0,0.0,0.0,-1253.4422,-15929.6286,601.0113,11512.7449,-1942.658,56.86349688,47.9593,-4218.2646,-1885.79450312,-6056.09980312
232,490.5171,1462.0224,-1095.8342,0.0,0.0,0.0,-1252.9125,-15755.6383,605.1748,11507.3824,-2093.3081,59.180400719999994,54.6331,-4039.2882999999983,-2034.1276992800001,-6018.782899279999
233,529.8512,1412.956,-1060.1077,0.0,0.0,0.0,-1243.8575,-15832.0014,581.4758,11538.1939,-2077.1967,60.20046504,47.6627,-4073.4897,-2016.99623496,-6042.82323496
234,513.8561,1430.9907,-1082.9248,0.0,0.0,0.0,-1244.7536,-15887.8798,595.5928,11557.0953,-2047.2869,62.286585839999994,38.7366,-4118.023299999999,-1985.00031416,-6064.287014159999
235,503.3981,1438.2358,-1064.5133,0.0,0.0,0.0,-1242.3104,-15915.1191,597.7458,11553.116,-2009.152,59.06377512,54.9943,-4129.447099999999,-1950.08822488,-6024.541024879999
236,477.0435,1468.363,-1095.363,0.0,0.0,0.0,-1234.3491,-15815.4319,598.5158,11541.473,-2112.6997,61.33445639999999,53.1586,-4059.7487,-2051.3652436,-6057.955343600001
237,501.6787,1465.5686,-1100.7855,0.0,0.0,0.0,-1263.2016,-15862.4153,609.6237,11586.9054,-2114.9216,61.16439384,60.5365,-4062.626,-2053.7572061600004,-6055.8467061599995
238,511.3909,1399.8196,-1100.6251,0.0,0.0,0.0,-1239.0566,-15862.3927,607.224,11569.1798,-2043.512,61.329471840000004,54.3082,-4114.4601,-1982.18252816,-6042.334428159999
239,483.7593,1421.5213,-1104.354,0.0,0.0,0.0,-1239.1331,-15973.1693,601.1383,11564.2992,-1967.1595,60.927451919999996,46.5583,-4245.938299999998,-1906.23204808,-6105.612048079998
240,493.6513,1452.3431,-1112.4932,0.0,0.0,0.0,-1263.2063,-16031.8311,593.9363,11611.0685,-1949.7672,60.87185999999999,38.1808,-4256.5314,-1888.89534,-6107.24594
241,522.7864,1428.9308,-1094.8732,0.0,0.0,0.0,-1241.3188,-15836.9905,602.8639,11499.5713,-2036.122,61.29735192,49.6313,-4119.0301,-1974.82464808,-6044.22344808
242,490.2147,1414.0528,-1091.1481,0.0,0.0,0.0,-1238.4448,-15919.0884,598.661,11545.875,-2021.6786,62.74148616000001,50.4256,-4199.8778,-1958.93711384,-6108.389313840001
243,478.7002,1444.6893,-1072.4145,0.0,0.0,0.0,-1236.9926,-15918.5686,608.7738,11574.721,-2031.3016,62.144409599999996,47.0752,-4121.091400000001,-1969.1571904,-6043.173390400001
244,503.777,1384.0775,-1110.3403,0.0,0.0,0.0,-1265.0331,-15763.3892,592.1586,11523.1677,-2105.1954,62.04766176,41.9728,-4135.5818,-2043.14773824,-6136.756738240001
245,512.8274,1438.9036,-1110.7026,0.0,0.0,0.0,-1237.2016,-15960.8316,607.978,11609.3344,-2013.7761,60.735959279999996,51.8107,-4139.6924,-1953.04014072,-6040.92184072
246,476.6246,1396.392,-1060.6929,0.0,0.0,0.0,-1254.5067,-15945.4745,596.5619,11571.856,-2027.1426,60.19669224,50.9051,-4219.239600000001,-1966.94590776,-6135.280407760001
247,525.9545,1418.1287,-1063.8758,0.0,0.0,0.0,-1229.0489,-15804.2866,605.0904,11593.5491,-2145.2187,63.99905184,39.9984,-3954.4886000000006,-2081.21964816,-5995.70984816
248,497.9342,1363.3563,-1102.3509,0.0,0.0,0.0,-1281.2249,-15841.4091,569.3646,11546.041,-2052.2827,59.95382904,53.3767,-4248.2888,-1992.3288709600001,-6187.240970960001
249,508.326,1390.6869,-1045.3874,0.0,0.0,0.0,-1251.1185,-15936.5777,598.3827,11523.7094,-1976.6773,59.43281256,42.4725,-4211.9786,-1917.24448744,-6086.750587440001
250,485.1552,1394.3195,-1067.9691,0.0,0.0,0.0,-1252.1955,-15954.1176,612.7586,11559.9986,-1999.2721,60.75389232,45.6651,-4222.050299999999,-1938.51820768,-6114.903407679999
251,482.2334,1387.2909,-1063.8831,0.0,0.0,0.0,-1257.6447,-15817.909,594.0484,11597.6418,-2157.7492,58.14492552,48.9197,-4078.2223000000013,-2099.60427448,-6128.9068744800015
252,529.9372,1369.1553,-1076.008,0.0,0.0,0.0,-1235.4695,-15899.4376,593.3109,11583.9656,-2017.1453,62.02971792,41.8392,-4134.5461,-1955.11558208,-6047.82248208
253,478.2544,1412.1022,-1088.4208,0.0,0.0,0.0,-1278.1987,-15824.8312,598.2966,11527.505,-2092.7117,59.46751007999999,50.1203,-4175.292500000001,-2033.2441899199998,-6158.416389920002
254,499.3342,1390.2868,-1084.3196,0.0,0.0,0.0,-1239.5849,-15828.6194,602.7584,11566.249,-2104.0223,60.39024048,54.0422,-4093.8954999999987,-2043.63205952,-6083.485359519999
255,480.3382,1410.7399,-1053.2707,0.0,0.0,0.0,-1258.3415,-15710.6084,602.0705,11558.9768,-2177.262,60.794402399999996,52.0022,-3970.0951999999997,-2116.4675976000003,-6034.560597600001
256,534.1134,1441.2792,-1100.1831,0.0,0.0,0.0,-1240.5933,-15844.3431,602.3477,11555.1721,-2096.8933,60.10870247999999,48.1698,-4052.2070999999996,-2036.7845975200003,-6040.82189752
257,509.7796,1455.5462,-1115.2641,0.0,0.0,0.0,-1277.9235,-15776.6176,596.6733,11437.6565,-2018.2819,60.50854728,45.2748,-4170.149600000001,-1957.77335272,-6082.64815272
258,497.7568,1400.2236,-1099.9662,0.0,0.0,0.0,-1260.9371,-15965.997,604.7308,11523.0005,-1917.366,58.820603039999995,46.3138,-4301.188600000001,-1858.54539696,-6113.420196960002
259,561.7264,1398.0737,-1085.5791,0.0,0.0,0.0,-1218.0873,-15914.4707,599.387,11469.7216,-1971.0706,61.52329728,48.132,-4189.228399999998,-1909.54730272,-6050.643702719998
260,543.2277,1427.9827,-1069.2686,0.0,0.0,0.0,-1250.9717,-15832.7416,590.396,11562.8502,-2096.8305,60.99927408,45.8718,-4028.5252999999975,-2035.83122592,-6018.484725919998
261,503.8775,1414.36,-1101.5536,0.0,0.0,0.0,-1237.7551,-15728.1668,585.8482,11545.0969,-2182.7935,59.165866799999996,44.9318,-4018.2929000000004,-2123.6276332,-6096.9887332
262,503.5404,1408.174,-1106.8226,0.0,0.0,0.0,-1237.2083,-15942.0557,609.9895,11608.4111,-2010.4767,61.32203712,45.3486,-4155.971600000003,-1949.15466288,-6059.777662880003
263,477.1481,1411.3145,-1082.4632,0.0,0.0,0.0,-1283.4942,-15850.4886,599.8674,11617.5783,-2080.4451,60.29817264,49.2097,-4110.537700000003,-2020.1469273599998,-6081.474927360002
264,529.0721,1376.4508,-1087.7736,0.0,0.0,0.0,-1236.7159,-15846.6564,601.5076,11546.0199,-2052.893,61.6353588,46.0218,-4118.095499999999,-1991.2576412,-6063.331341199999
265,509.6628,1463.9203,-1089.1489,0.0,0.0,0.0,-1259.3523,-15917.0438,602.9038,11605.1027,-2073.5589,59.208907679999996,50.7536,-4083.955399999999,-2014.34999232,-6047.551792319999
266,507.9672,1393.4856,-1092.719,0.0,0.0,0.0,-1256.4639,-15742.4028,582.8885,11547.6408,-2132.6302,60.25663152,42.5524,-4059.6036000000004,-2072.37356848,-6089.42476848
267,526.9091,1433.9843,-1099.5958,0.0,0.0,0.0,-1246.3872,-15836.6809,592.6888,11555.0187,-2118.4349,60.21601776000001,37.8089,-4074.0629999999983,-2058.2188822400003,-6094.472982239999
268,489.5067,1410.6066,-1066.6968,0.0,0.0,0.0,-1264.1409,-15905.642,603.463,11549.5699,-2017.5794,59.56993728,47.472,-4183.333499999999,-1958.00946272,-6093.87096272
269,491.1606,1426.1246,-1105.1566,0.0,0.0,0.0,-1263.9769,-15966.3743,597.92,11589.8925,-1985.2891,58.7729304,48.2213,-4230.410100000001,-1926.5161696,-6108.7049696
270,485.9569,1464.5993,-1075.9431,0.0,0.0,0.0,-1273.4935,-15953.3491,588.4786,11523.8645,-1958.7716,58.3687872,44.4917,-4239.886399999999,-1900.4028128,-6095.7975128
271,502.9003,1451.4985,-1085.1919,0.0,0.0,0.0,-1221.7395,-16033.5097,585.9463,11491.7608,-1888.3852,59.88523392,55.5448,-4308.335200000001,-1828.49996608,-6081.290366080001
272,486.6326,1422.6154,-1071.6743,0.0,0.0,0.0,-1256.6128,-16007.4097,605.1143,11515.9678,-1878.7976,59.946150960000004,43.6682,-4305.366699999999,-1818.85144904,-6080.549949039999
273,516.2196,1455.7214,-1122.4265,0.0,0.0,0.0,-1265.5135,-16023.8643,601.1784,11518.287,-1863.3155,58.10513616,43.8682,-4320.3979,-1805.21036384,-6081.7400638399995
274,470.6915,1418.3977,-1105.7067,0.0,0.0,0.0,-1234.4679,-16135.6472,603.0042,11550.9627,-1820.0647,57.61515744,41.3108,-4432.7657,-1762.4495425599998,-6153.90444256
