POISSON BOLTZMANN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
96,529.9283,1430.838,-1103.4541,0.0,0.0,0.0,-1302.896,-16176.574,606.4272,11781.8815,-1907.7223,1216.4774,-724.9289,-4233.849100000001,-1416.1738,-5650.022900000001
97,487.9477,1412.499,-1072.257,0.0,0.0,0.0,-1286.1333,-16053.9868,585.5238,11806.8521,-2021.2546,1231.1722,-739.8126,-4119.5545,-1529.895,-5649.449500000001
98,510.2201,1431.0418,-1085.291,0.0,0.0,0.0,-1303.7327,-16050.439,615.5316,11838.771,-2054.5704,1228.7341,-730.2455,-4043.898199999998,-1556.0818000000002,-5599.979999999999
99,516.8065,1412.2811,-1080.6043,0.0,0.0,0.0,-1290.5268,-16240.8884,600.7335,11824.6574,-1911.8729,1222.4262,-724.431,-4257.540999999999,-1413.8777,-5671.4187
100,507.4211,1434.2813,-1065.6964,0.0,0.0,0.0,-1293.3389,-16160.5527,609.0644,11824.7076,-1973.9563,1225.5022,-731.041,-4144.113600000002,-1479.4951,-5623.6087000000025
101,516.4303,1433.9495,-1066.1665,0.0,0.0,0.0,-1308.237,-16200.0852,620.5426,11851.4845,-1945.0144,1228.134,-726.2379,-4152.081799999998,-1443.1183,-5595.200099999998
102,516.6664,1405.8748,-1068.8865,0.0,0.0,0.0,-1251.3151,-16201.6056,622.327,11827.325,-1972.0389,1221.949,-719.3371,-4149.614,-1469.427,-5619.040999999998
103,528.4786,1404.8483,-1106.8431,0.0,0.0,0.0,-1303.681,-16224.1951,610.0111,11845.8778,-1894.1558,1216.6711,-723.5516,-4245.5034,-1401.0363,-5646.5397
104,523.9015,1444.7234,-1095.9398,0.0,0.0,0.0,-1284.9551,-16224.8012,594.8502,11825.2726,-1909.3791,1232.3912,-734.0293,-4216.9483999999975,-1411.0172000000002,-5627.965599999998
105,485.8528,1399.4759,-1074.8917,0.0,0.0,0.0,-1288.1713,-16225.3399,602.9564,11834.9273,-1900.1859,1236.6673,-746.3764,-4265.190500000001,-1409.895,-5675.085500000001
106,502.0519,1401.3794,-1079.6751,0.0,0.0,0.0,-1283.2115,-16257.4729,607.38,11829.9602,-1864.4892,1238.2975,-740.8822,-4279.588000000003,-1367.0739,-5646.661900000004
107,529.4977,1382.9524,-1085.8377,0.0,0.0,0.0,-1302.6091,-16226.7351,611.1192,11869.1315,-1911.9464,1224.0091,-732.8056,-4222.481100000003,-1420.7429000000002,-5643.224000000002
108,475.7805,1396.0695,-1088.8008,0.0,0.0,0.0,-1295.367,-16214.3303,602.9731,11829.5686,-1902.1666,1225.1903,-730.1402,-4294.106399999999,-1407.1165,-5701.222899999999
109,496.5797,1452.0563,-1097.3355,0.0,0.0,0.0,-1300.0339,-16234.8441,599.9648,11859.3647,-1931.4533,1230.9548,-738.7793,-4224.248,-1439.2777999999998,-5663.525799999999
110,511.4582,1442.0204,-1085.4416,0.0,0.0,0.0,-1288.7111,-16149.976,616.1264,11824.6985,-1954.2388,1225.4171,-732.8489,-4129.825199999999,-1461.6706000000001,-5591.4958
111,529.9981,1425.7784,-1098.1682,0.0,0.0,0.0,-1314.7981,-16254.0317,604.3024,11888.2263,-1895.2059,1228.408,-731.5179,-4218.692799999999,-1398.3158,-5617.008599999998
112,492.0197,1423.963,-1104.2122,0.0,0.0,0.0,-1292.8796,-16194.4647,622.2211,11864.4818,-1949.9152,1231.6966,-740.6136,-4188.870900000002,-1458.8321999999998,-5647.703100000001
113,533.2728,1439.3003,-1100.2295,0.0,0.0,0.0,-1250.8437,-16305.1009,630.7608,11780.252,-1791.939,1227.8977,-738.2896,-4272.588199999998,-1302.3309,-5574.919099999999
114,521.3939,1420.5523,-1074.5368,0.0,0.0,0.0,-1295.5884,-16278.4547,597.7597,11859.0223,-1881.965,1223.6641,-732.7229,-4249.851699999997,-1391.0238,-5640.875499999997
115,486.1354,1424.7841,-1086.8459,0.0,0.0,0.0,-1270.4294,-16281.5815,606.0401,11844.745,-1870.6906,1231.6966,-740.9376,-4277.1522,-1379.9316,-5657.0838
116,459.9537,1437.5272,-1085.3818,0.0,0.0,0.0,-1278.5427,-16167.4627,598.2687,11816.2833,-1966.7251,1225.2801,-741.5849,-4219.354299999999,-1483.0299,-5702.384199999999
117,531.6847,1436.3745,-1121.8476,0.0,0.0,0.0,-1283.023,-16256.7988,571.4239,11859.4577,-1899.1738,1216.1419,-728.8989,-4262.728599999999,-1411.9308,-5674.659399999999
118,525.6624,1396.2952,-1110.2881,0.0,0.0,0.0,-1297.8899,-16183.0563,621.6234,11865.3487,-1948.5457,1225.488,-726.2711,-4182.304599999998,-1449.3287999999998,-5631.633399999997
119,514.254,1450.0088,-1088.7545,0.0,0.0,0.0,-1277.3928,-16161.2717,611.7586,11857.3949,-2011.3635,1237.636,-748.3309,-4094.002699999999,-1522.0584,-5616.061099999998
120,513.0646,1408.3506,-1085.0935,0.0,0.0,0.0,-1288.6991,-16087.8478,608.4358,11819.3858,-2053.3617,1221.3111,-733.4735,-4112.4036000000015,-1565.5241,-5677.927700000001
121,500.8864,1494.1892,-1076.2494,0.0,0.0,0.0,-1293.0175,-16140.9634,594.2798,11789.7334,-1962.113,1232.2164,-741.1625,-4131.1415,-1471.0591,-5602.2006
122,505.0455,1449.9867,-1073.0978,0.0,0.0,0.0,-1294.4497,-16087.6966,607.3366,11792.1358,-1969.4787,1227.5812,-733.8333,-4100.739499999998,-1475.7307999999998,-5576.470299999997
123,494.2647,1400.444,-1114.6484,0.0,0.0,0.0,-1284.7851,-16048.9092,596.347,11804.5248,-2003.1105,1238.34,-741.8911,-4152.762200000003,-1506.6616000000001,-5659.423800000002
124,539.9059,1425.9178,-1083.2636,0.0,0.0,0.0,-1274.7691,-16221.1219,607.4716,11828.6975,-1927.3269,1230.9265,-737.2527,-4177.1618,-1433.6531,-5610.8149
125,517.788,1425.622,-1083.1759,0.0,0.0,0.0,-1283.1229,-16195.7081,602.1253,11803.5799,-1909.7249,1222.36,-735.5269,-4212.8917,-1422.8917999999999,-5635.7835000000005
126,496.908,1429.2706,-1102.7302,0.0,0.0,0.0,-1274.1092,-16126.4454,606.0732,11814.7449,-1960.1127,1235.9161,-739.4,-4156.288100000002,-1463.5965999999999,-5619.8847000000005
127,487.7983,1413.9348,-1111.1094,0.0,0.0,0.0,-1271.6657,-16252.4398,627.0957,11889.1188,-1928.1011,1238.1037,-747.3213,-4217.267300000001,-1437.3187000000003,-5654.586000000001
128,506.6027,1405.832,-1067.1008,0.0,0.0,0.0,-1272.9159,-16223.2306,600.3915,11852.2695,-1947.9788,1226.6929,-737.8466,-4198.151600000001,-1459.1325000000002,-5657.284100000001
129,504.865,1407.8641,-1077.4567,0.0,0.0,0.0,-1273.5346,-16292.7138,598.1069,11899.8002,-1909.7471,1225.7762,-732.417,-4233.068899999998,-1416.3879000000002,-5649.456799999999
130,518.9236,1366.3953,-1087.4321,0.0,0.0,0.0,-1283.1233,-16246.4129,603.5625,11874.2558,-1872.7124,1228.3419,-731.6192,-4253.831099999998,-1375.9897,-5629.820799999999
131,509.4361,1495.7299,-1073.4728,0.0,0.0,0.0,-1263.5967,-16256.1489,612.4431,11834.0421,-1908.4373,1224.8974,-733.2028,-4141.5671999999995,-1416.7427,-5558.309899999999
132,447.405,1451.8287,-1105.5784,0.0,0.0,0.0,-1290.4171,-16187.6382,602.6192,11830.2088,-1898.0221,1229.542,-733.813,-4251.571999999998,-1402.2930999999999,-5653.865099999999
133,510.4876,1371.6443,-1084.4658,0.0,0.0,0.0,-1290.017,-16148.001,619.7604,11828.2714,-1969.3605,1221.004,-727.9596,-4192.320100000003,-1476.3161,-5668.636200000003
134,481.2139,1408.3375,-1084.7927,0.0,0.0,0.0,-1272.73,-16295.4006,613.7858,11919.3642,-1898.1295,1227.7418,-734.3068,-4230.221900000002,-1404.6945,-5634.916400000003
