GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
36,500.572,1404.7481,-1121.3125,0.0,0.0,0.0,-1280.3154,-16162.4737,622.1118,11807.9688,-2073.8,56.42127359999999,-4228.7009,-2017.3787264000002,-6246.0796264
37,551.353,1381.0444,-1093.0235,0.0,0.0,0.0,-1243.8221,-16123.3811,610.095,11754.7353,-2121.877,59.11936488,-4162.999000000002,-2062.75763512,-6225.756635120002
38,507.1175,1410.6281,-1102.0134,0.0,0.0,0.0,-1281.8054,-16161.0545,615.1103,11765.3396,-2057.8274,57.17401272,-4246.677800000001,-2000.65338728,-6247.331187280001
39,474.8497,1422.3144,-1124.864,0.0,0.0,0.0,-1266.429,-16233.5683,618.283,11820.0246,-2009.9507,58.57848936,-4289.389600000002,-1951.37221064,-6240.761810640002
40,515.8162,1394.5865,-1107.4132,0.0,0.0,0.0,-1299.6775,-16041.9515,602.9442,11751.251,-2132.3705,58.23789119999999,-4184.444299999997,-2074.1326088,-6258.576908799997
41,542.2295,1420.0472,-1091.1972,0.0,0.0,0.0,-1284.938,-16059.0628,612.5098,11825.769,-2164.528,57.8175228,-4034.6425000000017,-2106.7104772,-6141.352977200002
42,517.0014,1432.2007,-1080.8679,0.0,0.0,0.0,-1256.5963,-16249.3049,646.5416,11825.1404,-2012.4962,57.474811439999996,-4165.884999999998,-1955.02138856,-6120.906388559998
43,512.773,1530.2582,-1129.0445,0.0,0.0,0.0,-1235.2771,-16089.5249,611.9962,11733.3457,-2142.6396,59.31905328,-4065.4734000000026,-2083.32054672,-6148.793946720003
44,502.6786,1430.4871,-1117.314,0.0,0.0,0.0,-1268.5638,-16190.6995,614.465,11837.3345,-2076.2495,57.53622815999999,-4191.6120999999985,-2018.7132718399998,-6210.325371839998
45,492.0073,1451.8016,-1069.7002,0.0,0.0,0.0,-1274.0323,-16114.4596,611.7158,11843.1882,-2161.8758,57.944128320000004,-4059.4791999999998,-2103.93167168,-6163.410871679999
46,494.9411,1428.7654,-1119.6772,0.0,0.0,0.0,-1265.9122,-16086.5925,617.3646,11819.8126,-2159.2652,57.0140712,-4111.298199999999,-2102.2511287999996,-6213.549328799999
47,539.0598,1345.4707,-1080.3914,0.0,0.0,0.0,-1290.2655,-15998.7237,609.0423,11817.4916,-2225.3615,57.885781679999994,-4058.316200000001,-2167.47571832,-6225.791918320001
48,541.382,1430.7934,-1116.6344,0.0,0.0,0.0,-1294.0195,-16037.2938,594.9121,11751.9512,-2135.2274,55.73242944,-4128.9090000000015,-2079.49497056,-6208.403970560002
49,534.4085,1396.1309,-1116.1976,0.0,0.0,0.0,-1267.8398,-16127.6427,620.1278,11807.0989,-2116.6421,57.01545432,-4153.913999999999,-2059.62664568,-6213.540645679999
50,547.6961,1437.1658,-1106.7573,0.0,0.0,0.0,-1298.8891,-16006.6916,598.8661,11804.9864,-2236.6319,57.91531104,-4023.623600000001,-2178.71658896,-6202.340188960001
51,513.838,1421.7247,-1106.1929,0.0,0.0,0.0,-1286.5633,-16089.6262,603.9348,11783.8777,-2115.0866,56.487527279999995,-4159.007200000002,-2058.59907272,-6217.606272720002
52,538.2493,1412.3798,-1120.0017,0.0,0.0,0.0,-1279.7029,-16141.0368,622.5378,11867.1682,-2151.5685,57.92419656,-4100.406300000001,-2093.64430344,-6194.05060344
53,531.4356,1410.7922,-1104.103,0.0,0.0,0.0,-1320.7702,-16133.7923,592.3695,11771.6475,-2057.995,54.49499712,-4252.420699999999,-2003.5000028799998,-6255.920702879998
54,486.1393,1437.0104,-1100.632,0.0,0.0,0.0,-1261.2741,-16223.0497,606.9983,11806.3414,-2046.493,57.15580248,-4248.466400000003,-1989.33719752,-6237.803597520004
55,563.3733,1423.4774,-1102.8951,0.0,0.0,0.0,-1279.8345,-16243.1362,617.7744,11803.3669,-2026.1247,57.605583599999996,-4217.873799999999,-1968.5191164,-6186.3929164
56,501.3158,1419.0938,-1105.3161,0.0,0.0,0.0,-1291.8209,-16076.4964,608.0219,11824.3162,-2142.2983,58.734335519999995,-4120.885700000001,-2083.56396448,-6204.449664480001
57,495.6576,1439.6787,-1104.9317,0.0,0.0,0.0,-1312.0837,-16017.5351,612.1641,11776.919,-2147.5163,56.4122664,-4110.131099999999,-2091.1040335999996,-6201.235133599998
58,527.8281,1389.5731,-1100.0219,0.0,0.0,0.0,-1271.9111,-15994.4975,613.649,11753.1103,-2187.905,58.8753252,-4082.2699999999986,-2129.0296748,-6211.2996748
59,493.0317,1382.3181,-1080.7158,0.0,0.0,0.0,-1255.4493,-16248.7153,599.5012,11841.4093,-2039.8877,56.67272568,-4268.620099999998,-1983.21497432,-6251.835074319998
60,505.7769,1393.7627,-1121.3157,0.0,0.0,0.0,-1312.9236,-16097.965,605.4253,11863.7964,-2162.9813,54.41770224,-4163.443000000001,-2108.56359776,-6272.006597760001
61,502.7636,1435.1266,-1102.7653,0.0,0.0,0.0,-1266.8366,-15995.2692,607.3573,11725.521,-2155.2313,58.746169439999996,-4094.102600000002,-2096.48513056,-6190.587730560002
62,499.7695,1403.6921,-1074.2447,0.0,0.0,0.0,-1301.4299,-16141.2481,628.173,11838.6571,-2107.2484,56.50056864,-4146.630999999999,-2050.74783136,-6197.37883136
63,522.9787,1478.7558,-1102.5153,0.0,0.0,0.0,-1306.9455,-16223.8657,611.3043,11815.9488,-2010.6198,54.30614976,-4204.338900000001,-1956.31365024,-6160.652550240001
64,499.9987,1427.5619,-1106.5389,0.0,0.0,0.0,-1275.0836,-16121.384,598.5699,11792.3321,-2104.5958,57.27408336,-4184.543899999999,-2047.32171664,-6231.865616639999
65,534.9456,1396.4442,-1090.2576,0.0,0.0,0.0,-1281.5273,-16279.0026,605.9957,11811.8692,-1975.8998,56.45413584,-4301.532800000003,-1919.44566416,-6220.978464160003
66,503.0588,1387.7874,-1090.8705,0.0,0.0,0.0,-1285.5015,-16114.8135,603.4776,11870.9775,-2174.7103,57.454558559999995,-4125.884199999999,-2117.2557414400003,-6243.139941439999
67,542.0605,1414.5627,-1104.4291,0.0,0.0,0.0,-1283.1021,-16105.7614,589.9472,11807.5697,-2140.5383,57.8347236,-4139.152499999998,-2082.7035764,-6221.8560763999985
68,520.5177,1408.5735,-1062.5682,0.0,0.0,0.0,-1286.9523,-16038.2458,613.0059,11779.394,-2172.773,56.90133216,-4066.2752,-2115.87166784,-6182.146867840001
69,488.0457,1424.9322,-1086.4686,0.0,0.0,0.0,-1308.5112,-16201.9132,619.5689,11814.3803,-2026.314,57.12659712,-4249.965900000001,-1969.18740288,-6219.153302880001
70,528.5178,1418.2082,-1096.5975,0.0,0.0,0.0,-1281.7474,-16068.8504,620.755,11722.9646,-2087.9988,55.781099999999995,-4156.749700000002,-2032.2177,-6188.967400000001
71,522.3265,1417.8998,-1115.5127,0.0,0.0,0.0,-1260.6092,-16235.7981,612.7579,11763.9624,-1988.2497,54.92879136,-4294.973399999999,-1933.32090864,-6228.294308639999
72,523.4963,1433.2216,-1108.2097,0.0,0.0,0.0,-1279.084,-16128.3686,613.6106,11838.161,-2132.3312,56.07009216,-4107.1728,-2076.26110784,-6183.433907840001
73,512.3431,1410.0005,-1055.524,0.0,0.0,0.0,-1277.0312,-16099.927,620.591,11812.4152,-2141.6944,56.30607,-4077.1323999999986,-2085.3883299999998,-6162.520729999999
74,519.6969,1400.4633,-1102.4929,0.0,0.0,0.0,-1256.6588,-16059.4322,601.4962,11779.5927,-2167.2015,57.696887520000004,-4117.3348000000005,-2109.50461248,-6226.839412480001
75,500.3445,1445.1574,-1083.1801,0.0,0.0,0.0,-1285.2945,-16082.9182,620.2153,11774.6718,-2137.311,56.324650319999996,-4111.003799999999,-2080.9863496800003,-6191.9901496799985
76,558.739,1406.6838,-1110.7923,0.0,0.0,0.0,-1284.1342,-16010.3795,587.9906,11758.5606,-2170.0232,57.77952336,-4093.3320000000003,-2112.24367664,-6205.57567664
77,521.273,1425.4219,-1082.1544,0.0,0.0,0.0,-1288.2869,-16105.6627,609.6649,11820.7623,-2167.2101,57.18161232,-4098.981900000001,-2110.0284876799997,-6209.010387680001
78,532.0584,1384.5784,-1082.6074,0.0,0.0,0.0,-1302.1837,-16140.5357,597.6715,11824.3364,-2111.1056,57.54395736,-4186.682099999998,-2053.5616426399997,-6240.243742639998
79,503.7397,1484.0478,-1093.8508,0.0,0.0,0.0,-1297.6138,-16095.1056,608.2582,11791.3769,-2148.9524,56.746676879999995,-4099.1476,-2092.20572312,-6191.35332312
80,527.8922,1444.105,-1107.7753,0.0,0.0,0.0,-1303.2122,-16020.5804,606.7505,11743.8982,-2134.5535,54.98409744,-4108.9220000000005,-2079.56940256,-6188.49140256
81,482.5122,1391.3837,-1108.2628,0.0,0.0,0.0,-1285.6398,-16166.4633,628.0987,11852.0696,-2091.9633,56.7473652,-4206.3017,-2035.2159347999998,-6241.5176347999995
82,504.149,1405.0285,-1093.9249,0.0,0.0,0.0,-1267.6457,-15964.1939,612.9664,11790.8717,-2283.9494,57.31479648,-4012.7489000000005,-2226.63460352,-6239.38350352
83,527.4717,1371.8843,-1088.6532,0.0,0.0,0.0,-1295.579,-16066.6189,613.194,11783.6507,-2148.7183,56.1316212,-4154.6504,-2092.5866788,-6247.237078800001
84,514.4597,1460.4023,-1083.262,0.0,0.0,0.0,-1284.091,-16194.5551,598.6981,11772.2563,-2021.8774,56.4870024,-4216.091700000001,-1965.3903976000001,-6181.482097600001
85,512.9132,1384.6117,-1084.5096,0.0,0.0,0.0,-1294.32,-16191.7355,610.5298,11775.6677,-2011.622,55.415072880000004,-4286.842699999999,-1956.20692712,-6243.04962712
86,510.9462,1406.058,-1106.2961,0.0,0.0,0.0,-1295.9044,-16232.7151,606.962,11759.8435,-1962.0052,53.4382848,-4351.1059000000005,-1908.5669152,-6259.6728152000005
87,508.8052,1437.0243,-1088.223,0.0,0.0,0.0,-1261.2569,-16019.6394,621.8536,11732.6107,-2129.3749,58.8547116,-4068.825499999999,-2070.5201884,-6139.345688399999
88,488.4575,1426.4865,-1089.1808,0.0,0.0,0.0,-1287.8895,-16032.3549,617.4163,11718.009,-2129.7713,58.87175256,-4159.055900000001,-2070.89954744,-6229.955447440002
89,489.7202,1436.3293,-1101.5571,0.0,0.0,0.0,-1300.0211,-16140.0463,616.5512,11753.7549,-2048.3235,54.42231312,-4245.268900000001,-1993.90118688,-6239.170086880002
90,499.8694,1349.2524,-1099.7601,0.0,0.0,0.0,-1264.8742,-16026.808,609.6964,11822.232,-2188.8181,57.69384336,-4110.392100000001,-2131.12425664,-6241.5163566400015
91,531.5634,1373.0468,-1106.2434,0.0,0.0,0.0,-1278.966,-16094.9839,609.2605,11825.0555,-2147.9747,59.567346719999996,-4141.267099999999,-2088.4073532800003,-6229.674453279999
92,507.5854,1378.247,-1109.129,0.0,0.0,0.0,-1332.3212,-16085.2488,613.614,11835.7624,-2127.4602,55.831360319999995,-4191.490200000002,-2071.62883968,-6263.119039680001
93,505.5481,1417.2226,-1106.9607,0.0,0.0,0.0,-1303.3649,-16062.9427,620.933,11762.9862,-2105.0992,57.66074352,-4166.5783999999985,-2047.43845648,-6214.016856479999
94,476.075,1399.8153,-1088.6457,0.0,0.0,0.0,-1308.5007,-16077.1428,611.9352,11797.1548,-2123.3215,57.45136176,-4189.3089,-2065.87013824,-6255.17903824
95,555.0912,1455.5034,-1101.4215,0.0,0.0,0.0,-1281.1672,-16207.3925,601.1171,11747.8041,-2017.2102,56.185659359999995,-4230.465400000003,-1961.02454064,-6191.489940640003
96,514.5872,1424.1053,-1076.7621,0.0,0.0,0.0,-1255.2097,-16207.5402,609.5462,11791.8082,-2038.6833,58.436883359999996,-4199.465099999998,-1980.24641664,-6179.711516639997
97,483.2403,1393.2289,-1119.5055,0.0,0.0,0.0,-1262.7013,-16169.6056,604.4354,11873.2231,-2137.2448,59.783747760000004,-4197.6847,-2077.46105224,-6275.145752240001
98,519.5819,1384.0781,-1136.6723,0.0,0.0,0.0,-1286.1196,-16144.0286,601.4938,11768.5251,-2090.9862,57.61529496,-4293.141599999997,-2033.3709050399998,-6326.5125050399965
99,536.6718,1418.3623,-1087.5533,0.0,0.0,0.0,-1298.8964,-15991.1573,608.0371,11779.6634,-2189.8192,57.68730648,-4034.8724,-2132.1318935199997,-6167.00429352
100,500.0435,1414.9447,-1104.1359,0.0,0.0,0.0,-1290.5076,-15859.0563,607.9982,11762.1457,-2272.4755,58.653660959999996,-3968.5677000000014,-2213.82183904,-6182.389539040002
101,494.5961,1425.5449,-1101.8084,0.0,0.0,0.0,-1294.4854,-15908.9607,613.8324,11801.7702,-2312.1996,59.0189184,-3969.5108999999993,-2253.1806816,-6222.691581599999
102,535.014,1410.4873,-1105.4917,0.0,0.0,0.0,-1279.3246,-15970.605,601.318,11755.9072,-2214.8872,60.348353759999995,-4052.6947999999993,-2154.53884624,-6207.23364624
103,509.2566,1426.4057,-1103.6585,0.0,0.0,0.0,-1256.3681,-15953.5263,589.2691,11705.4611,-2210.1552,60.575141519999995,-4083.160399999999,-2149.58005848,-6232.740458479999
104,509.5416,1425.1779,-1107.1153,0.0,0.0,0.0,-1265.6608,-15967.6552,605.9685,11777.5363,-2212.1029,58.11217128,-4022.207000000002,-2153.99072872,-6176.197728720002
105,519.331,1412.6904,-1114.4999,0.0,0.0,0.0,-1238.2357,-16020.0851,616.1751,11769.543,-2186.0247,59.56375968,-4055.0811999999987,-2126.4609403199997,-6181.542140319999
106,499.4537,1436.1146,-1080.5748,0.0,0.0,0.0,-1259.6165,-16118.8115,613.7518,11792.5616,-2107.6299,56.88774792,-4117.1210999999985,-2050.74215208,-6167.863252079998
107,506.0288,1441.1889,-1102.2443,0.0,0.0,0.0,-1261.3258,-16031.1764,610.0024,11813.3091,-2200.5513,58.289887439999994,-4024.2173000000003,-2142.2614125600003,-6166.4787125600005
108,502.9603,1464.0672,-1130.6942,0.0,0.0,0.0,-1266.1973,-16078.0792,628.9473,11776.0093,-2152.9933,59.89067352,-4102.986600000002,-2093.1026264800003,-6196.089226480002
109,513.3449,1396.6818,-1097.1457,0.0,0.0,0.0,-1264.7987,-16113.7414,615.0029,11827.1565,-2126.8775,58.462396559999995,-4123.499700000002,-2068.41510344,-6191.914803440002
110,500.7593,1417.5794,-1130.3992,0.0,0.0,0.0,-1265.1643,-16113.1539,613.9688,11825.2961,-2105.4896,56.28719736,-4151.113800000001,-2049.20240264,-6200.3162026400005
111,468.0213,1411.4729,-1101.6403,0.0,0.0,0.0,-1283.9214,-16156.8718,622.1196,11845.0853,-2088.756,57.2543424,-4195.734400000001,-2031.5016575999998,-6227.236057600001
112,527.4587,1411.2283,-1100.3524,0.0,0.0,0.0,-1273.9714,-16144.7974,616.8476,11839.9983,-2120.6613,59.042965679999995,-4123.588299999999,-2061.61833432,-6185.2066343199995
113,477.9789,1425.378,-1100.8954,0.0,0.0,0.0,-1282.0192,-16110.2913,602.279,11789.176,-2099.9199,56.5211088,-4198.394000000002,-2043.3987911999998,-6241.792791200002
114,512.1672,1444.1092,-1107.4546,0.0,0.0,0.0,-1217.1525,-16053.3699,625.7339,11818.6504,-2226.2163,58.116900959999995,-3977.3163000000004,-2168.09939904,-6145.415699040001
115,500.5839,1418.4336,-1085.4454,0.0,0.0,0.0,-1291.7223,-15905.1313,593.1081,11782.7123,-2281.5132,58.42392192,-3987.4611000000004,-2223.08927808,-6210.55037808
116,541.7755,1402.8366,-1102.7882,0.0,0.0,0.0,-1294.0313,-16178.2699,613.8261,11787.7635,-2044.7209,56.99155752,-4228.887699999999,-1987.72934248,-6216.617042479999
117,486.1217,1347.0724,-1099.9339,0.0,0.0,0.0,-1259.636,-16123.0036,614.6359,11819.1781,-2141.069,56.950872479999994,-4215.565400000003,-2084.11812752,-6299.683527520003
118,512.9633,1422.4453,-1089.4205,0.0,0.0,0.0,-1262.581,-16035.5447,612.6161,11860.2273,-2269.4616,60.4179648,-3979.294200000002,-2209.0436352,-6188.337835200003
119,517.1169,1448.8465,-1069.844,0.0,0.0,0.0,-1262.9922,-16373.8543,600.4082,11856.399,-1944.2809,57.13135992,-4283.919900000001,-1887.14954008,-6171.06944008
120,503.7199,1389.7112,-1076.8942,0.0,0.0,0.0,-1264.0601,-16064.5901,600.3167,11786.8017,-2167.5917,58.01720544,-4124.9949000000015,-2109.57449456,-6234.5693945600015
121,550.5726,1373.9934,-1104.6403,0.0,0.0,0.0,-1253.9755,-16105.7764,604.5298,11762.183,-2123.7725,59.59969992,-4173.113399999998,-2064.17280008,-6237.286200079999
122,546.6797,1480.9944,-1066.1115,0.0,0.0,0.0,-1265.6973,-16106.3226,623.9578,11775.9362,-2114.6995,57.7902132,-4010.563299999998,-2056.9092868000002,-6067.472586799999
123,528.9689,1393.9985,-1092.9917,0.0,0.0,0.0,-1266.3542,-16073.5672,601.5556,11768.0287,-2147.3284,59.18262552,-4140.3614,-2088.14577448,-6228.50717448
124,549.3139,1410.4361,-1108.2541,0.0,0.0,0.0,-1281.4903,-16072.4012,603.2666,11780.3581,-2128.2679,58.17705408,-4118.7708999999995,-2070.09084592,-6188.8617459199995
125,482.2015,1407.7545,-1094.435,0.0,0.0,0.0,-1271.3233,-16158.2364,605.1377,11810.8521,-2076.7062,57.31553016,-4218.048900000002,-2019.39066984,-6237.439569840002
126,540.4981,1412.1533,-1097.7817,0.0,0.0,0.0,-1263.5816,-16055.5167,597.0444,11736.8164,-2167.5652,57.83394024,-4130.367799999998,-2109.73125976,-6240.099059759998
127,490.6037,1417.3828,-1107.0917,0.0,0.0,0.0,-1286.6577,-16249.3554,623.1181,11825.5096,-2034.9077,57.012959519999995,-4286.490600000003,-1977.8947404799999,-6264.385340480003
128,487.6645,1447.7777,-1111.1115,0.0,0.0,0.0,-1288.3761,-16146.5715,587.3193,11728.2672,-2039.8322,55.62080064,-4295.0304000000015,-1984.21139936,-6279.241799360001
129,519.6316,1387.8131,-1109.1213,0.0,0.0,0.0,-1255.6652,-16229.2591,619.5507,11791.3577,-2034.6755,55.57785624,-4275.692499999997,-1979.09764376,-6254.790143759998
130,521.3678,1432.9336,-1112.664,0.0,0.0,0.0,-1310.5415,-16172.0918,614.0986,11750.2197,-2027.0042,54.544547519999995,-4276.677600000003,-1972.4596524800002,-6249.137252480003
131,492.6647,1418.2548,-1092.2961,0.0,0.0,0.0,-1274.5268,-16141.388,603.1014,11850.325,-2141.1486,56.197944719999995,-4143.865000000002,-2084.95065528,-6228.815655280002
132,510.0239,1421.0754,-1096.5786,0.0,0.0,0.0,-1293.7342,-16128.0422,589.3895,11784.3463,-2077.6069,56.1915756,-4213.519900000003,-2021.4153244000001,-6234.935224400004
133,515.7032,1443.4962,-1065.134,0.0,0.0,0.0,-1290.0484,-16103.2502,609.0725,11794.9261,-2122.7158,56.7574524,-4095.234599999998,-2065.9583476,-6161.192947599998
134,508.2326,1438.9209,-1093.794,0.0,0.0,0.0,-1265.2524,-16193.4134,616.2575,11751.773,-2024.82,57.4124904,-4237.275800000001,-1967.4075096,-6204.683309600001
135,507.468,1391.4827,-1091.3869,0.0,0.0,0.0,-1300.9255,-16144.9873,614.4326,11797.2461,-2042.1606,57.48364584,-4226.670300000002,-1984.67695416,-6211.347254160002
136,504.9964,1346.9804,-1086.3816,0.0,0.0,0.0,-1265.7294,-16193.0928,623.7071,11841.0505,-2068.1271,58.3583544,-4228.4694,-2009.7687456,-6238.238145599999
137,498.6475,1375.3696,-1092.5443,0.0,0.0,0.0,-1255.8738,-16109.8668,619.418,11826.3398,-2126.5562,59.944186079999994,-4138.510000000002,-2066.61201392,-6205.122013920002
138,513.5486,1462.7101,-1088.2035,0.0,0.0,0.0,-1299.0938,-16003.8444,596.2074,11824.1986,-2230.557,59.175818639999996,-3994.4770000000026,-2171.3811813599996,-6165.858181360002
139,487.7405,1406.7465,-1071.4904,0.0,0.0,0.0,-1289.1016,-16107.6652,601.5668,11848.1854,-2173.3798,57.01876272,-4124.017999999998,-2116.3610372800003,-6240.379037279999
140,508.9866,1390.3814,-1089.823,0.0,0.0,0.0,-1285.8364,-16148.5046,599.5887,11827.0291,-2117.1891,57.519012239999995,-4198.178200000002,-2059.67008776,-6257.848287760002
141,499.7437,1361.9015,-1072.0731,0.0,0.0,0.0,-1296.5025,-16077.6825,605.4925,11872.655,-2190.0964,57.77338536,-4106.465399999999,-2132.32301464,-6238.788414639999
142,543.2741,1459.3796,-1065.4667,0.0,0.0,0.0,-1275.5457,-16162.17,607.5924,11842.377,-2125.4037,55.61667792,-4050.559299999999,-2069.78702208,-6120.346322079999
