GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
144,503.42,1404.0888,-1077.3605,0.0,0.0,0.0,-1285.4602,-16168.235,603.6613,11872.8398,-2135.1217,56.35596888,-4147.045800000002,-2078.76573112,-6225.811531120002
145,497.771,1422.2726,-1095.1586,0.0,0.0,0.0,-1299.9428,-16126.0998,599.3641,11871.8522,-2190.6922,58.17257712,-4129.941299999999,-2132.51962288,-6262.460922879998
146,527.9253,1428.9487,-1089.5035,0.0,0.0,0.0,-1255.0596,-16215.1028,589.8709,11847.655,-2083.018,57.700339199999995,-4165.266,-2025.3176608,-6190.5836608
147,501.7192,1425.3089,-1092.9718,0.0,0.0,0.0,-1271.8949,-16176.8638,592.8028,11847.2788,-2106.5378,58.93485552,-4174.620799999999,-2047.6029444800001,-6222.2237444799985
148,508.0311,1393.8291,-1105.0025,0.0,0.0,0.0,-1234.3946,-16339.7656,600.2082,11869.5649,-2007.2225,56.602991519999996,-4307.529400000001,-1950.6195084800001,-6258.148908480001
149,500.9532,1446.5301,-1086.5071,0.0,0.0,0.0,-1288.4209,-16119.3954,608.1166,11915.0814,-2195.7718,57.14844336,-4023.6421000000028,-2138.62335664,-6162.265456640003
150,503.9381,1396.6244,-1093.2907,0.0,0.0,0.0,-1238.1312,-16209.0601,611.3235,11853.3909,-2085.8533,58.418891280000004,-4175.205099999999,-2027.4344087200002,-6202.63950872
151,493.732,1484.9637,-1083.2587,0.0,0.0,0.0,-1267.6099,-16078.8008,602.7663,11780.02,-2156.416,58.482733679999996,-4068.1874000000025,-2097.9332663200003,-6166.120666320003
152,555.3851,1429.1276,-1084.1305,0.0,0.0,0.0,-1294.1273,-16113.8921,593.8237,11815.3218,-2140.4588,59.60954376,-4098.491699999997,-2080.8492562399997,-6179.3409562399975
153,499.8825,1427.7486,-1079.374,0.0,0.0,0.0,-1292.506,-16296.2776,602.9749,11901.7415,-2036.7409,57.1901544,-4235.810100000001,-1979.5507456,-6215.3608456
154,520.9229,1461.6806,-1091.6696,0.0,0.0,0.0,-1262.8696,-16149.5146,609.855,11814.5269,-2097.6413,58.81747104,-4097.0684,-2038.8238289599997,-6135.89222896
155,505.9079,1436.4477,-1104.6993,0.0,0.0,0.0,-1287.5323,-16037.9692,601.0455,11784.0014,-2156.9113,59.59453032,-4102.7983,-2097.31676968,-6200.1150696800005
156,545.7774,1394.0001,-1078.0079,0.0,0.0,0.0,-1266.9776,-16300.2445,627.8549,11788.634,-1981.1478,58.252299119999996,-4288.963599999999,-1922.8955008799999,-6211.859100879999
157,522.9334,1366.2827,-1104.1874,0.0,0.0,0.0,-1292.5915,-16023.801,592.0935,11789.0387,-2148.5196,57.40454664,-4150.231600000001,-2091.1150533600003,-6241.34665336
158,518.9466,1343.2076,-1120.8,0.0,0.0,0.0,-1263.3252,-16101.8943,607.4252,11945.9394,-2252.5745,59.94439416,-4070.5007000000023,-2192.6301058400004,-6263.130805840003
159,515.4803,1366.8039,-1084.6057,0.0,0.0,0.0,-1285.1553,-16237.3457,608.566,11908.3074,-2085.6375,59.427597600000006,-4207.949099999998,-2026.2099024,-6234.159002399998
160,543.905,1446.0448,-1103.0686,0.0,0.0,0.0,-1256.2668,-16108.1392,609.63,11818.4683,-2202.3519,58.85277624,-4049.4264999999996,-2143.49912376,-6192.925623759999
161,516.652,1462.0453,-1094.3381,0.0,0.0,0.0,-1271.9181,-16186.9053,604.548,11774.0334,-2025.8079,56.144786399999994,-4195.882800000001,-1969.6631136,-6165.545913600001
162,500.8048,1430.8664,-1090.7652,0.0,0.0,0.0,-1274.5345,-16176.7625,610.1095,11847.0312,-2096.7322,57.27647736,-4153.2503,-2039.45572264,-6192.70602264
163,527.1463,1408.0394,-1096.7677,0.0,0.0,0.0,-1232.7244,-16243.8579,596.7858,11846.305,-2099.5488,57.75347016,-4195.0735,-2041.79532984,-6236.868829840001
164,501.5424,1414.1497,-1081.5359,0.0,0.0,0.0,-1273.4654,-16019.5937,607.4451,11849.7506,-2263.6041,59.2477848,-4001.7072000000007,-2204.3563152,-6206.063515200001
165,523.3456,1412.4984,-1076.557,0.0,0.0,0.0,-1271.1836,-16188.1698,621.7928,11902.4669,-2124.0134,58.643148239999995,-4075.806700000001,-2065.37025176,-6141.1769517600005
166,534.6457,1488.2192,-1080.5939,0.0,0.0,0.0,-1249.955,-16079.3202,603.5823,11768.4012,-2159.0851,60.08971535999999,-4015.020699999999,-2098.99538464,-6114.0160846399995
167,514.0696,1461.0995,-1073.304,0.0,0.0,0.0,-1268.5359,-16044.665,593.9301,11787.9286,-2191.5898,59.28734448,-4029.477100000002,-2132.30245552,-6161.779555520002
168,470.5727,1406.0954,-1111.1297,0.0,0.0,0.0,-1272.5415,-16208.5377,616.0431,11899.5733,-2105.4921,57.6782172,-4199.924400000002,-2047.8138827999999,-6247.738282800001
169,479.6757,1405.6266,-1119.2657,0.0,0.0,0.0,-1274.5387,-16075.293,603.1587,11814.8494,-2148.8801,56.8975932,-4165.787,-2091.9825068,-6257.7695068
170,514.1226,1361.5266,-1072.2474,0.0,0.0,0.0,-1258.3792,-16138.3699,592.3968,11837.5493,-2135.9271,58.58319168,-4163.4012,-2077.34390832,-6240.74510832
171,530.0915,1376.1819,-1086.4322,0.0,0.0,0.0,-1266.5033,-16148.2499,610.9018,11845.1702,-2141.0757,57.31869456,-4138.84,-2083.75700544,-6222.5970054399995
172,525.0389,1360.3436,-1097.2013,0.0,0.0,0.0,-1260.4324,-16158.2375,630.7435,11882.1394,-2155.5452,59.13819648,-4117.6057999999975,-2096.40700352,-6214.012803519998
173,496.4221,1454.2615,-1075.0096,0.0,0.0,0.0,-1254.2095,-16137.173,603.1771,11826.2226,-2141.1516,59.32020168,-4086.3088000000007,-2081.83139832,-6168.140198320001
174,486.5451,1403.649,-1103.3998,0.0,0.0,0.0,-1251.3909,-16089.837,608.2698,11838.4153,-2197.7647,59.86173383999999,-4107.7485,-2137.9029661600002,-6245.6514661599995
175,490.7069,1374.9865,-1094.5953,0.0,0.0,0.0,-1237.413,-16131.6778,620.4028,11884.784,-2206.2693,59.38239888,-4092.8058999999994,-2146.88690112,-6239.692801119999
176,515.0219,1437.3185,-1080.352,0.0,0.0,0.0,-1238.2348,-16042.1231,609.7876,11829.9141,-2243.2184,60.33778848,-3968.667800000001,-2182.88061152,-6151.548411520001
177,506.8091,1416.7206,-1065.5616,0.0,0.0,0.0,-1259.808,-16132.8157,596.2458,11830.8922,-2175.7024,59.7713328,-4107.517599999997,-2115.9310672,-6223.4486671999975
178,516.4058,1412.4722,-1061.9633,0.0,0.0,0.0,-1276.6954,-16087.084,622.733,11829.1798,-2172.9636,59.689748879999996,-4044.951900000002,-2113.27385112,-6158.225751120002
179,497.2019,1433.2704,-1070.372,0.0,0.0,0.0,-1265.7022,-16158.3457,611.5142,11841.4101,-2133.0223,56.6322948,-4111.023300000001,-2076.3900052,-6187.413305200002
180,500.4913,1441.6766,-1094.0787,0.0,0.0,0.0,-1231.4431,-16168.4602,632.1981,11834.0062,-2131.4642,60.69604968,-4085.6098,-2070.7681503199997,-6156.37795032
181,505.4638,1431.2131,-1077.4046,0.0,0.0,0.0,-1255.1907,-16045.987,603.916,11837.5544,-2219.358,58.94851104,-4000.4349999999995,-2160.40948896,-6160.84448896
182,553.8381,1414.4459,-1086.216,0.0,0.0,0.0,-1264.4998,-16200.8076,613.0252,11845.4835,-2143.0001,59.01926256,-4124.730699999998,-2083.9808374400004,-6208.711537439998
183,534.6465,1431.129,-1094.2437,0.0,0.0,0.0,-1248.9573,-16365.1889,617.5777,11868.5932,-1993.254,57.769879679999995,-4256.443499999999,-1935.4841203199999,-6191.92762032
184,516.9421,1398.2984,-1062.7937,0.0,0.0,0.0,-1269.4153,-16123.8303,608.336,11868.75,-2180.753,57.66266736,-4063.712800000001,-2123.0903326400003,-6186.803132640001
185,505.9174,1405.9773,-1111.6339,0.0,0.0,0.0,-1243.3667,-16079.1663,615.7621,11866.6989,-2245.7937,60.344649360000005,-4039.8112,-2185.44905064,-6225.26025064
186,518.9809,1454.5604,-1097.5228,0.0,0.0,0.0,-1251.7285,-16149.1402,600.9669,11891.5988,-2170.0162,59.28004512,-4032.2845000000016,-2110.73615488,-6143.0206548800015
187,518.9895,1417.0532,-1103.5421,0.0,0.0,0.0,-1286.2982,-16102.1649,606.7599,11879.83,-2180.8617,58.724601119999996,-4069.3726000000006,-2122.13709888,-6191.50969888
188,521.0367,1432.2733,-1074.3854,0.0,0.0,0.0,-1261.3896,-16201.0107,597.568,11847.0878,-2121.1037,58.96786824,-4138.8199,-2062.13583176,-6200.95573176
189,499.6727,1468.8065,-1094.4241,0.0,0.0,0.0,-1256.1248,-16058.3941,593.9848,11849.1871,-2241.3238,59.845844879999994,-3997.2918999999983,-2181.47795512,-6178.769855119998
190,488.8724,1390.9428,-1099.2157,0.0,0.0,0.0,-1271.5551,-16121.8147,614.3119,11901.6996,-2187.5268,58.79497392,-4096.7588,-2128.7318260800002,-6225.490626079999
191,490.778,1442.2469,-1087.917,0.0,0.0,0.0,-1267.6896,-16027.9022,602.8166,11833.442,-2231.6344,59.55233616,-4014.2253,-2172.08206384,-6186.30736384
192,478.2045,1394.5608,-1114.7788,0.0,0.0,0.0,-1265.2648,-16122.8525,616.2141,11886.4845,-2180.9315,60.2478072,-4127.432199999999,-2120.6836928000002,-6248.1158927999995
193,532.4321,1385.9922,-1068.2262,0.0,0.0,0.0,-1277.5589,-16097.1348,613.5373,11854.4778,-2175.8541,59.83242768,-4056.480499999998,-2116.02167232,-6172.502172319998
194,530.3174,1385.8495,-1079.074,0.0,0.0,0.0,-1279.372,-16069.9749,606.9812,11861.2814,-2199.8458,60.0774552,-4043.991400000001,-2139.7683448000002,-6183.759744800001
195,526.8828,1433.7745,-1086.9934,0.0,0.0,0.0,-1222.396,-16188.3402,606.0577,11852.3293,-2140.7729,61.3920492,-4078.685300000001,-2079.3808507999997,-6158.066150800001
196,512.1148,1413.611,-1082.4167,0.0,0.0,0.0,-1287.9895,-16145.0678,597.4715,11857.1611,-2117.6396,59.710700159999995,-4135.115600000003,-2057.9288998399998,-6193.0444998400035
197,499.802,1376.0773,-1096.2423,0.0,0.0,0.0,-1238.398,-16012.33,621.2388,11884.3869,-2293.5369,61.41904992,-3965.4653000000017,-2232.11785008,-6197.583150080001
198,504.2119,1399.9848,-1108.2719,0.0,0.0,0.0,-1241.8366,-16007.8813,585.9703,11874.74,-2287.722,60.79307616,-3993.0827999999983,-2226.92892384,-6220.011723839998
199,509.0289,1481.897,-1103.7318,0.0,0.0,0.0,-1279.7828,-16085.147,610.1228,11818.4206,-2172.0357,59.8448736,-4049.1923000000024,-2112.1908264,-6161.383126400003
200,498.4887,1341.3848,-1090.1651,0.0,0.0,0.0,-1271.9734,-16093.8254,600.813,11807.7926,-2111.4378,58.8907764,-4207.4848,-2052.5470236,-6260.0318236
201,513.275,1449.0467,-1104.6102,0.0,0.0,0.0,-1269.483,-15989.0229,596.8269,11822.5075,-2265.5986,63.27416232,-3981.459999999999,-2202.32443768,-6183.7844376799985
202,512.3043,1398.3035,-1101.2814,0.0,0.0,0.0,-1262.3778,-16109.2324,611.0019,11907.6723,-2227.8012,60.22923047999999,-4043.6096000000016,-2167.57196952,-6211.181569520001
203,506.3399,1473.1592,-1095.2605,0.0,0.0,0.0,-1248.4977,-16115.8069,610.2893,11814.1137,-2163.2332,59.188872239999995,-4055.6629999999986,-2104.04432776,-6159.707327759999
204,516.6048,1440.744,-1078.2365,0.0,0.0,0.0,-1240.0374,-16219.0926,601.3368,11822.2638,-2086.5753,60.85991448,-4156.417099999999,-2025.71538552,-6182.132485519999
205,507.6419,1401.4363,-1102.2616,0.0,0.0,0.0,-1252.7098,-16135.7045,623.4274,11850.893,-2155.7949,61.245711359999994,-4107.277299999998,-2094.54918864,-6201.8264886399975
206,502.8024,1422.2533,-1091.465,0.0,0.0,0.0,-1288.3817,-16185.0685,611.2523,11841.7375,-2070.5301,57.17540736,-4186.869699999999,-2013.35469264,-6200.22439264
207,498.4002,1472.3038,-1104.2412,0.0,0.0,0.0,-1266.3528,-16159.4502,603.1111,11809.1439,-2109.6535,58.388572079999996,-4147.0851999999995,-2051.26492792,-6198.35012792
208,527.9504,1411.2052,-1096.0785,0.0,0.0,0.0,-1269.0755,-16172.9879,609.8402,11868.908,-2143.9572,58.963537439999996,-4120.2381000000005,-2084.99366256,-6205.23176256
209,498.8219,1460.7699,-1089.3935,0.0,0.0,0.0,-1278.2521,-16186.4669,613.2528,11843.8521,-2133.5187,59.16524616,-4137.415800000001,-2074.35345384,-6211.7692538400015
210,533.8305,1383.3443,-1115.1258,0.0,0.0,0.0,-1253.931,-16238.8745,618.716,11825.1013,-2058.34,58.34652911999999,-4246.939199999999,-1999.9934708800001,-6246.932670879999
211,499.2185,1411.2663,-1084.4877,0.0,0.0,0.0,-1279.315,-16152.2209,611.852,11789.1741,-2094.1393,59.04722016,-4204.512700000001,-2035.0920798399998,-6239.604779840001
212,529.196,1430.1676,-1124.0827,0.0,0.0,0.0,-1243.5701,-16184.7979,613.6903,11808.0241,-2070.6371,59.64810048,-4171.3727,-2010.9889995199999,-6182.36169952
213,527.5765,1399.3831,-1106.3395,0.0,0.0,0.0,-1276.4088,-16090.9841,587.0295,11839.4318,-2209.695,59.28606792,-4120.311499999998,-2150.4089320800003,-6270.720432079997
214,543.3435,1445.7855,-1107.2443,0.0,0.0,0.0,-1254.2001,-15999.3908,610.5183,11781.6587,-2223.4277,61.91528472,-3979.529199999999,-2161.5124152800004,-6141.041615279999
215,511.9352,1420.0468,-1106.3886,0.0,0.0,0.0,-1222.4849,-16072.9765,627.7768,11766.3671,-2160.6652,63.342299520000005,-4075.724100000003,-2097.32290048,-6173.047000480003
216,488.0297,1450.8058,-1072.1167,0.0,0.0,0.0,-1272.5172,-16179.4425,605.1163,11857.5651,-2117.8842,57.786535439999994,-4122.559500000001,-2060.09766456,-6182.657164560002
217,509.6115,1470.9196,-1103.2531,0.0,0.0,0.0,-1265.6529,-16012.1922,597.7236,11744.9565,-2187.8157,59.95510416,-4057.8870000000006,-2127.8605958400003,-6185.747595840001
218,497.9757,1397.8649,-1111.2447,0.0,0.0,0.0,-1279.7859,-16121.0104,606.875,11805.5138,-2126.9044,59.812184880000004,-4203.811599999997,-2067.0922151199998,-6270.903815119997
219,530.3865,1332.2266,-1099.7962,0.0,0.0,0.0,-1264.5196,-16178.6879,623.0082,11850.7443,-2104.3787,58.366559519999996,-4206.638100000002,-2046.0121404800002,-6252.650240480002
220,488.7216,1380.2804,-1104.58,0.0,0.0,0.0,-1272.8082,-16197.8583,623.4886,11860.7712,-2109.7628,59.579832960000005,-4221.984700000001,-2050.1829670399998,-6272.167667040001
221,486.9991,1385.9639,-1103.0673,0.0,0.0,0.0,-1289.0343,-16102.5085,596.0868,11826.1564,-2132.3184,56.63159855999999,-4199.4038999999975,-2075.68680144,-6275.090701439997
222,511.1177,1459.469,-1124.6896,0.0,0.0,0.0,-1269.9312,-16169.6545,612.1964,11839.9631,-2109.0288,57.42713952,-4141.5291,-2051.60166048,-6193.1307604799995
223,507.8753,1375.9213,-1096.1331,0.0,0.0,0.0,-1234.7208,-16105.0972,605.2598,11837.6544,-2171.6624,61.98846624,-4109.240300000001,-2109.67393376,-6218.9142337600015
224,532.9641,1397.0278,-1094.3341,0.0,0.0,0.0,-1271.5158,-15964.6227,593.5241,11727.891,-2209.1665,58.70775528,-4079.0656,-2150.4587447199997,-6229.524344719999
225,539.8738,1455.1571,-1101.9088,0.0,0.0,0.0,-1258.6546,-15952.4091,615.9451,11771.926,-2255.8239,60.850961999999996,-3930.0705000000016,-2194.972938,-6125.043438000001
226,509.5419,1417.3266,-1129.2348,0.0,0.0,0.0,-1266.2678,-15936.9899,596.8555,11722.6923,-2223.9015,59.70566375999999,-4086.0761999999995,-2164.19583624,-6250.27203624
227,495.694,1436.2016,-1076.8348,0.0,0.0,0.0,-1245.5081,-16072.7766,609.046,11842.2531,-2192.7317,58.18121496,-4011.9248000000007,-2134.55048504,-6146.475285040001
228,500.4988,1426.6262,-1077.772,0.0,0.0,0.0,-1228.9794,-16210.9679,613.6282,11924.6056,-2162.9689,59.589899280000004,-4052.3605000000007,-2103.37900072,-6155.73950072
229,508.2543,1421.449,-1088.3185,0.0,0.0,0.0,-1273.9223,-16168.398,604.1819,11854.0759,-2108.1536,60.251930640000005,-4142.6777,-2047.9016693600001,-6190.57936936
230,513.7179,1435.659,-1115.7894,0.0,0.0,0.0,-1261.3389,-16167.9048,602.8017,11788.2472,-2071.808,58.823525520000004,-4204.6073000000015,-2012.98447448,-6217.591774480002
231,501.3363,1435.3651,-1139.3059,0.0,0.0,0.0,-1253.8505,-16097.1571,612.1093,11785.6739,-2127.1519,59.66577792,-4155.828900000002,-2067.48612208,-6223.315022080002
232,491.0063,1415.0227,-1102.4158,0.0,0.0,0.0,-1233.9311,-16215.7187,610.2746,11839.097,-2050.8445,60.162765840000006,-4196.664999999999,-1990.6817341600001,-6187.346734159999
233,519.5686,1447.6276,-1119.0345,0.0,0.0,0.0,-1238.277,-16202.5558,617.1031,11820.6374,-2068.1999,59.807337839999995,-4154.9306,-2008.3925621600001,-6163.323162159999
234,513.6545,1429.8116,-1103.5954,0.0,0.0,0.0,-1252.2439,-16061.9455,607.3958,11737.6582,-2128.9161,59.64955344,-4129.2647,-2069.26654656,-6198.53124656
235,522.8476,1371.0008,-1117.0295,0.0,0.0,0.0,-1254.9296,-16060.2608,594.1507,11837.1649,-2181.9062,60.75020664,-4107.055900000001,-2121.1559933599997,-6228.21189336
236,491.1329,1429.9554,-1114.4605,0.0,0.0,0.0,-1285.3403,-16203.9917,598.5182,11874.1049,-2073.4309,58.05871992,-4210.081099999999,-2015.37218008,-6225.453280079999
237,516.1435,1412.2884,-1116.8988,0.0,0.0,0.0,-1218.7824,-15987.9733,592.9166,11725.858,-2197.8296,61.486149600000005,-4076.4480000000003,-2136.3434504,-6212.7914504
238,511.7708,1395.673,-1101.0847,0.0,0.0,0.0,-1252.0415,-16041.818,615.5822,11860.2619,-2231.8542,61.83016343999999,-4011.6563000000006,-2170.0240365600002,-6181.68033656
239,512.1454,1418.6941,-1099.7637,0.0,0.0,0.0,-1254.8659,-16123.2798,595.9568,11771.2521,-2087.6037,60.272004239999994,-4179.860999999999,-2027.3316957600002,-6207.192695759999
240,516.0408,1418.8484,-1091.7744,0.0,0.0,0.0,-1258.2801,-16087.9312,609.4832,11807.9274,-2120.5088,59.53921776000001,-4085.6858999999986,-2060.96958224,-6146.6554822399985
241,486.0259,1404.9711,-1088.0566,0.0,0.0,0.0,-1265.4712,-16142.5184,593.4524,11871.2274,-2150.6104,58.58041824,-4140.369400000001,-2092.02998176,-6232.399381760001
242,533.0895,1415.4045,-1084.5537,0.0,0.0,0.0,-1288.2017,-16045.6201,595.1639,11794.1993,-2192.5073,58.6190592,-4080.5182999999997,-2133.8882408000004,-6214.4065408
243,523.0274,1400.6092,-1100.2685,0.0,0.0,0.0,-1276.2008,-16148.6494,595.8993,11838.2805,-2164.1187,58.60503936,-4167.302299999999,-2105.51366064,-6272.8159606399995
244,502.2184,1424.3008,-1087.847,0.0,0.0,0.0,-1251.5476,-16014.6624,611.043,11823.2314,-2230.3942,60.999672239999995,-3993.263399999998,-2169.39452776,-6162.6579277599985
245,512.6339,1441.5405,-1122.1356,0.0,0.0,0.0,-1254.6618,-16236.3428,612.9954,11817.6778,-2051.0766,58.33015776,-4228.2926000000025,-1992.7464422399999,-6221.039042240003
246,524.8899,1466.8939,-1083.3178,0.0,0.0,0.0,-1259.715,-16110.1574,579.6407,11734.021,-2095.3181,58.58073144,-4147.744699999999,-2036.73736856,-6184.48206856
247,507.0557,1458.1277,-1080.6712,0.0,0.0,0.0,-1243.9368,-16009.3447,616.2843,11812.9323,-2279.6535,61.548357599999996,-3939.5527,-2218.1051423999997,-6157.657842400001
248,502.2364,1434.3398,-1065.8643,0.0,0.0,0.0,-1297.8812,-15996.1028,597.0574,11810.1895,-2228.0354,59.14589832,-4016.025200000002,-2168.88950168,-6184.9147016800025
249,528.0153,1420.378,-1086.3223,0.0,0.0,0.0,-1250.6412,-16053.1071,602.848,11819.0959,-2217.2077,60.039377280000004,-4019.733399999999,-2157.16832272,-6176.901722719999
250,522.9382,1408.9437,-1075.6231,0.0,0.0,0.0,-1267.326,-16196.8361,600.1471,11926.6107,-2173.2385,57.97261224,-4081.1455000000024,-2115.2658877599997,-6196.411387760002
251,485.7028,1406.6135,-1102.1628,0.0,0.0,0.0,-1266.1237,-15960.8501,609.9134,11865.0902,-2303.7488,60.48993744,-3961.8166999999994,-2243.2588625599997,-6205.075562559999
252,485.5788,1454.3864,-1061.9865,0.0,0.0,0.0,-1263.5487,-15981.1085,592.9052,11794.0446,-2262.0488,60.268093199999996,-3979.7287000000015,-2201.7807068,-6181.509406800002
253,511.1721,1439.7708,-1119.0539,0.0,0.0,0.0,-1234.7209,-16103.6026,603.0622,11835.6212,-2180.4937,59.457259439999994,-4067.7510999999995,-2121.03644056,-6188.78754056
254,488.5383,1395.0098,-1087.8137,0.0,0.0,0.0,-1262.9787,-15993.8779,616.7963,11837.6002,-2283.7489,60.67400904,-4006.7256999999972,-2223.07489096,-6229.800590959998
255,499.5848,1336.9803,-1085.6234,0.0,0.0,0.0,-1268.3616,-16080.9662,600.4267,11849.2814,-2185.6141,58.96224648,-4148.678,-2126.65185352,-6275.329853519999
256,522.8136,1413.8421,-1104.472,0.0,0.0,0.0,-1271.7611,-16134.0875,614.2278,11914.5869,-2226.3658,60.55962623999999,-4044.850199999999,-2165.80617376,-6210.656373759998
257,509.5387,1356.6347,-1070.2297,0.0,0.0,0.0,-1268.3888,-16055.6004,601.8231,11836.0548,-2205.7992,59.82533712,-4090.1676000000007,-2145.97386288,-6236.14146288
258,476.582,1408.0402,-1127.8424,0.0,0.0,0.0,-1267.6066,-16079.2909,607.2968,11835.0196,-2194.2227,60.554302559999996,-4147.801299999999,-2133.66839744,-6281.469697439999
259,541.5185,1407.2248,-1119.2314,0.0,0.0,0.0,-1276.4215,-16052.7074,586.4696,11767.0977,-2155.928,60.60935807999999,-4146.049699999998,-2095.31864192,-6241.368341919998
260,509.0801,1426.5471,-1116.9949,0.0,0.0,0.0,-1256.2661,-16152.2415,603.723,11825.8361,-2143.5545,60.66050544,-4160.316199999999,-2082.89399456,-6243.21019456
261,475.9029,1459.0024,-1119.5141,0.0,0.0,0.0,-1242.8405,-16138.6578,617.6252,11841.5494,-2130.9458,59.61199824,-4106.932500000001,-2071.33380176,-6178.266301760001
262,472.5303,1417.4171,-1095.7369,0.0,0.0,0.0,-1257.9922,-16073.7798,592.9786,11819.9925,-2182.0279,59.70770208,-4124.590399999999,-2122.32019792,-6246.910597919999
263,512.0431,1440.3597,-1087.7012,0.0,0.0,0.0,-1267.6359,-16226.5769,610.7697,11874.1149,-2109.1491,59.84137512,-4144.6266,-2049.30772488,-6193.9343248800005
264,540.8818,1394.6475,-1079.0795,0.0,0.0,0.0,-1234.9888,-16133.6173,616.1193,11818.0866,-2147.882,60.139687679999994,-4077.950399999998,-2087.74231232,-6165.692712319998
265,525.7183,1424.03,-1098.3552,0.0,0.0,0.0,-1244.1151,-16126.6801,606.7814,11868.4772,-2193.9156,59.86501416,-4044.1435,-2134.0505858399997,-6178.19408584
266,499.5849,1434.1634,-1055.7656,0.0,0.0,0.0,-1259.4681,-16095.4195,593.9003,11788.0816,-2136.4728,59.22837792,-4094.9230000000025,-2077.24442208,-6172.167422080002
267,494.5436,1422.4772,-1091.5843,0.0,0.0,0.0,-1233.686,-16178.6965,607.9733,11888.7966,-2164.717,61.52805647999999,-4090.1761000000006,-2103.18894352,-6193.365043520002
268,524.701,1404.4912,-1098.2427,0.0,0.0,0.0,-1245.3086,-16059.0463,606.7691,11820.8663,-2248.2399,60.27704856,-4045.7700000000004,-2187.96285144,-6233.732851440001
269,491.7061,1450.6248,-1085.5483,0.0,0.0,0.0,-1288.2989,-16016.9377,597.1692,11866.3419,-2259.8452,58.45603824,-3984.942900000002,-2201.38916176,-6186.332061760002
270,495.5956,1464.3278,-1107.5915,0.0,0.0,0.0,-1246.7534,-16096.2397,617.671,11817.0813,-2188.0706,59.80411151999999,-4055.9088999999985,-2128.26648848,-6184.175388479998
271,490.5447,1489.4475,-1091.4016,0.0,0.0,0.0,-1274.7616,-15982.3515,581.4216,11815.8906,-2280.4883,59.79008664,-3971.2103000000006,-2220.69821336,-6191.908513360001
272,523.0335,1385.9294,-1089.9969,0.0,0.0,0.0,-1257.6771,-16127.608,591.5176,11885.8578,-2184.8489,61.2167076,-4088.9437000000016,-2123.6321924,-6212.575892400002
273,530.1346,1427.3683,-1092.593,0.0,0.0,0.0,-1278.2249,-16004.9505,614.2929,11768.9419,-2195.3096,57.9762324,-4035.030700000001,-2137.3333676,-6172.364067600001
274,531.8574,1475.9684,-1086.7639,0.0,0.0,0.0,-1234.9497,-16228.3761,584.701,11802.2888,-2058.9631,59.947272719999994,-4155.274099999997,-1999.01582728,-6154.289927279997
275,518.2696,1389.8009,-1112.4485,0.0,0.0,0.0,-1274.6861,-16034.8649,599.8487,11830.0449,-2243.7818,60.30061128,-4084.035399999999,-2183.4811887200003,-6267.516588719999
276,499.4622,1450.1811,-1101.0417,0.0,0.0,0.0,-1270.7503,-15852.3396,602.9564,11826.6593,-2400.4081,61.32937679999999,-3844.872599999999,-2339.0787232000002,-6183.951323199999
277,522.5856,1468.8247,-1086.6186,0.0,0.0,0.0,-1273.6965,-15971.4907,604.0764,11811.5337,-2271.685,60.66008423999999,-3924.7854000000007,-2211.02491576,-6135.81031576
278,507.9071,1456.9419,-1108.8787,0.0,0.0,0.0,-1289.3886,-16013.5772,603.7689,11836.8186,-2222.2332,60.22996272,-4006.4080000000013,-2162.00323728,-6168.411237280002
279,528.6621,1429.312,-1103.2383,0.0,0.0,0.0,-1270.0956,-16148.2918,604.1763,11825.7097,-2137.2872,60.074156159999994,-4133.765600000002,-2077.2130438400004,-6210.978643840003
280,522.9851,1476.0175,-1085.2252,0.0,0.0,0.0,-1275.1992,-16145.9351,594.3257,11758.9439,-2048.7985,58.03089912,-4154.087300000003,-1990.76760088,-6144.854900880003
281,528.9165,1384.0287,-1090.4305,0.0,0.0,0.0,-1249.6251,-16004.6708,604.546,11774.8059,-2202.0919,58.14562392,-4052.4293000000016,-2143.9462760799997,-6196.375576080001
282,518.5437,1372.7535,-1118.5229,0.0,0.0,0.0,-1277.3022,-16256.319,609.2664,11857.7029,-2054.4886,57.456192959999996,-4293.8776,-1997.0324070400002,-6290.91000704
283,472.3405,1435.1124,-1076.8953,0.0,0.0,0.0,-1253.4206,-16242.1237,614.9831,11863.0441,-2090.9855,57.622672800000004,-4186.959500000003,-2033.3628271999999,-6220.322327200002
284,494.3081,1445.1314,-1108.865,0.0,0.0,0.0,-1282.3642,-16014.4018,606.2385,11803.5235,-2186.9511,57.3543684,-4056.429500000002,-2129.5967316,-6186.026231600003
285,515.7681,1387.7849,-1079.2372,0.0,0.0,0.0,-1250.8213,-16161.9153,608.3246,11828.1166,-2145.0516,60.1859844,-4151.979600000001,-2084.8656155999997,-6236.8452156
286,502.0162,1428.1233,-1087.2831,0.0,0.0,0.0,-1275.6213,-16232.8972,603.0781,11891.8342,-2084.1394,56.966801759999996,-4170.749800000001,-2027.17259824,-6197.922398240002
287,516.3925,1439.3757,-1131.5335,0.0,0.0,0.0,-1273.0122,-16136.3854,601.7626,11794.1541,-2096.2674,58.04425152,-4189.2462,-2038.2231484800002,-6227.46934848
